user,item,rating
325,0,5.0
326,0,2.0
327,0,2.0
328,0,4.0
329,0,3.0
330,0,2.0
331,0,5.0
332,0,4.0
333,0,3.0
334,0,3.0
335,0,3.0
336,0,5.0
337,0,2.0
338,0,4.0
339,0,4.0
340,0,1.0
341,0,1.0
342,0,5.0
343,0,5.0
344,0,1.0
345,0,5.0
346,0,4.0
347,0,5.0
348,0,5.0
349,0,1.0
350,0,5.0
351,0,2.0
352,0,5.0
353,0,2.0
354,0,3.0
355,0,1.0
356,0,1.0
357,0,4.0
358,0,2.0
359,0,1.0
360,0,1.0
361,0,5.0
362,0,1.0
363,0,1.0
364,0,4.0
365,0,1.0
366,0,3.0
367,0,5.0
368,0,2.0
369,0,5.0
370,0,1.0
371,0,4.0
372,0,1.0
373,0,1.0
374,0,5.0
375,0,3.0
376,0,1.0
377,0,5.0
378,0,5.0
379,0,4.0
380,0,3.0
381,0,5.0
382,0,4.0
383,0,3.0
384,0,5.0
385,0,4.0
386,0,2.0
387,0,4.0
388,0,1.0
389,0,1.0
390,0,5.0
391,0,4.0
392,0,4.0
393,0,3.0
394,0,2.0
395,0,1.0
396,0,1.0
397,0,3.0
398,0,3.0
399,0,5.0
400,0,2.0
401,0,4.0
402,0,4.0
403,0,3.0
404,0,4.0
405,0,4.0
406,0,2.0
407,0,5.0
408,0,1.0
409,0,5.0
410,0,4.0
411,0,3.0
412,0,2.0
413,0,4.0
414,0,1.0
415,0,5.0
416,0,3.0
417,0,4.0
418,0,3.0
419,0,3.0
420,0,1.0
421,0,4.0
422,0,4.0
423,0,2.0
424,0,1.0
425,0,1.0
426,0,4.0
427,0,1.0
428,0,5.0
429,0,3.0
430,0,4.0
431,0,3.0
432,0,3.0
433,0,2.0
434,0,1.0
435,0,5.0
436,0,2.0
437,0,5.0
438,0,4.0
439,0,5.0
440,0,4.0
441,0,3.0
442,0,2.0
443,0,5.0
444,0,3.0
445,0,2.0
446,0,4.0
447,0,2.0
448,0,5.0
449,0,4.0
450,0,4.0
451,0,3.0
452,0,5.0
453,0,5.0
454,0,2.0
455,0,4.0
456,0,4.0
457,0,4.0
458,0,3.0
459,0,4.0
460,0,2.0
461,0,3.0
462,0,1.0
463,0,4.0
464,0,3.0
465,0,5.0
466,0,3.0
467,0,4.0
468,0,3.0
469,0,4.0
470,0,1.0
471,0,4.0
472,0,3.0
473,0,1.0
474,0,5.0
475,0,2.0
476,0,5.0
477,0,1.0
478,0,3.0
479,0,4.0
480,0,5.0
481,0,4.0
482,0,5.0
483,0,5.0
484,0,5.0
485,0,4.0
486,0,3.0
487,0,2.0
488,0,2.0
489,0,1.0
490,0,5.0
491,0,4.0
492,0,3.0
493,0,4.0
494,0,1.0
495,0,1.0
496,0,1.0
497,0,4.0
498,0,4.0
499,0,4.0
500,0,5.0
501,0,5.0
502,0,5.0
503,0,3.0
504,0,5.0
505,0,3.0
506,0,4.0
507,0,1.0
508,0,4.0
509,0,2.0
510,0,5.0
511,0,2.0
512,0,1.0
513,0,4.0
514,0,3.0
515,0,4.0
516,0,3.0
517,0,1.0
518,0,4.0
519,0,1.0
520,0,3.0
521,0,1.0
522,0,5.0
523,0,2.0
524,0,4.0
525,0,4.0
526,0,4.0
527,0,3.0
528,0,5.0
529,0,4.0
530,0,1.0
531,0,1.0
532,0,1.0
533,0,4.0
534,0,4.0
535,0,5.0
536,0,4.0
537,0,2.0
538,0,5.0
539,0,4.0
540,0,3.0
541,0,5.0
542,0,4.0
543,0,3.0
544,0,5.0
545,0,4.0
546,0,3.0
547,0,3.0
548,0,3.0
549,0,5.0
550,0,3.0
551,0,5.0
552,0,4.0
553,0,1.0
554,0,1.0
555,0,3.0
556,0,1.0
557,0,1.0
558,0,4.0
559,0,4.0
560,0,3.0
561,0,1.0
562,0,1.0
563,0,1.0
564,0,4.0
565,0,1.0
566,0,5.0
567,0,4.0
568,0,5.0
569,0,3.0
570,0,3.0
571,0,1.0
572,0,3.0
573,0,5.0
574,0,5.0
575,0,1.0
576,0,5.0
577,0,4.0
578,0,5.0
579,0,1.0
580,0,4.0
581,0,3.0
582,0,2.0
583,0,4.0
584,0,2.0
585,0,1.0
586,0,1.0
587,0,3.0
588,0,1.0
589,0,1.0
590,0,1.0
591,0,2.0
592,0,4.0
593,0,2.0
594,0,5.0
595,0,1.0
596,0,4.0
597,0,5.0
598,0,5.0
599,0,3.0
600,0,5.0
601,0,2.0
602,0,1.0
603,0,2.0
604,0,2.0
605,0,4.0
606,0,4.0
607,0,4.0
608,0,2.0
609,0,1.0
610,0,3.0
611,0,4.0
612,0,3.0
613,0,3.0
614,0,5.0
615,0,5.0
616,0,5.0
617,0,1.0
618,0,5.0
619,0,5.0
620,0,4.0
621,0,5.0
622,0,4.0
623,0,4.0
624,0,2.0
625,0,1.0
626,0,5.0
627,0,4.0
628,0,5.0
629,0,3.0
630,0,5.0
631,0,1.0
632,0,1.0
633,0,4.0
634,0,5.0
635,0,5.0
636,0,3.0
637,0,5.0
638,0,5.0
639,0,5.0
640,0,5.0
641,0,4.0
642,0,4.0
643,0,4.0
644,0,1.0
645,0,5.0
646,0,5.0
647,0,3.0
648,0,5.0
649,0,4.0
650,0,2.0
651,0,4.0
652,0,5.0
653,0,1.0
654,0,3.0
655,0,5.0
656,0,4.0
657,0,1.0
658,0,4.0
659,0,1.0
660,0,5.0
661,0,5.0
662,0,1.0
663,0,1.0
664,0,4.0
665,0,1.0
666,0,2.0
667,0,4.0
668,0,5.0
669,0,1.0
670,0,1.0
671,0,5.0
672,0,5.0
673,0,4.0
674,0,3.0
675,0,4.0
676,0,5.0
677,0,4.0
678,0,4.0
679,0,4.0
680,0,5.0
681,0,2.0
682,0,4.0
683,0,4.0
684,0,4.0
685,0,3.0
686,0,5.0
687,0,3.0
688,0,4.0
689,0,5.0
690,0,4.0
691,0,5.0
692,0,4.0
693,0,2.0
694,0,5.0
695,0,1.0
696,0,4.0
697,0,5.0
698,0,3.0
699,0,2.0
700,0,3.0
701,0,1.0
702,0,1.0
703,0,2.0
704,0,4.0
705,0,4.0
706,0,1.0
707,0,1.0
708,0,5.0
709,0,1.0
710,0,1.0
711,0,5.0
712,0,5.0
713,0,5.0
714,0,1.0
715,0,5.0
716,0,1.0
717,0,1.0
718,0,2.0
719,0,4.0
720,0,1.0
721,0,5.0
722,0,5.0
723,0,1.0
724,0,5.0
725,0,3.0
726,0,4.0
727,0,4.0
728,0,4.0
729,0,1.0
730,0,5.0
731,0,3.0
732,0,1.0
733,0,4.0
734,0,3.0
735,0,3.0
736,0,1.0
737,0,5.0
738,0,4.0
739,0,1.0
740,0,4.0
741,0,2.0
742,0,5.0
743,0,4.0
744,0,5.0
745,0,5.0
746,0,1.0
747,0,3.0
748,0,4.0
749,0,2.0
750,0,1.0
751,0,5.0
752,0,2.0
753,0,1.0
754,0,3.0
755,0,1.0
756,0,2.0
757,0,2.0
758,0,2.0
759,0,1.0
760,0,5.0
761,0,5.0
762,0,2.0
763,0,3.0
764,0,1.0
765,0,4.0
766,0,1.0
767,0,2.0
768,0,5.0
769,0,1.0
770,0,4.0
771,0,4.0
772,0,5.0
773,0,5.0
774,0,5.0
775,0,2.0
776,0,5.0
777,0,5.0
778,0,4.0
779,0,5.0
780,0,5.0
781,0,5.0
782,0,5.0
783,0,2.0
784,0,3.0
785,0,5.0
786,0,4.0
787,0,1.0
788,0,3.0
789,0,5.0
790,0,4.0
791,0,5.0
792,0,5.0
793,0,1.0
794,0,4.0
795,0,5.0
796,0,4.0
797,0,3.0
798,0,4.0
799,0,5.0
800,0,3.0
801,0,5.0
802,0,1.0
803,0,3.0
804,0,5.0
805,0,4.0
806,0,5.0
807,0,1.0
808,0,5.0
809,0,1.0
810,0,2.0
811,0,5.0
812,0,4.0
813,0,5.0
814,0,1.0
815,0,5.0
816,0,5.0
817,0,4.0
818,0,5.0
819,0,4.0
820,0,4.0
821,0,1.0
822,0,5.0
823,0,5.0
824,0,5.0
825,0,3.0
826,0,4.0
827,0,3.0
828,0,5.0
829,0,4.0
830,0,5.0
831,0,5.0
832,0,4.0
833,0,5.0
834,0,4.0
835,0,4.0
836,0,5.0
837,0,4.0
838,0,4.0
839,0,5.0
840,0,5.0
841,0,5.0
842,0,4.0
843,0,4.0
844,0,5.0
845,0,4.0
846,0,4.0
847,0,5.0
848,0,5.0
849,0,4.0
850,0,5.0
851,0,5.0
852,0,4.0
853,0,5.0
854,0,5.0
855,0,3.0
856,0,1.0
857,0,5.0
858,0,3.0
859,0,1.0
860,0,4.0
861,0,3.0
862,0,3.0
863,0,3.0
864,0,5.0
865,0,1.0
866,0,1.0
867,0,4.0
868,0,5.0
869,0,4.0
870,0,4.0
871,0,4.0
872,0,4.0
873,0,4.0
874,0,4.0
875,0,1.0
876,0,5.0
877,0,3.0
878,0,1.0
879,0,1.0
880,0,2.0
881,0,4.0
882,0,4.0
883,0,4.0
884,0,3.0
885,0,5.0
886,0,5.0
887,0,2.0
888,0,3.0
889,0,1.0
890,0,2.0
891,0,5.0
892,0,5.0
893,0,1.0
894,0,4.0
895,0,5.0
896,0,5.0
897,0,3.0
898,0,4.0
899,0,1.0
900,0,5.0
901,0,4.0
902,0,3.0
903,0,3.0
904,0,5.0
905,0,2.0
906,0,5.0
907,0,2.0
908,0,4.0
909,0,1.0
910,0,2.0
911,0,3.0
912,0,4.0
913,0,4.0
914,0,5.0
915,0,4.0
916,0,5.0
917,0,5.0
918,0,5.0
919,0,4.0
920,0,2.0
921,0,1.0
922,0,2.0
923,0,5.0
924,0,4.0
925,0,1.0
926,0,3.0
927,0,4.0
928,0,4.0
929,0,2.0
930,0,5.0
931,0,4.0
932,0,2.0
933,0,4.0
934,0,1.0
935,0,4.0
936,0,4.0
937,0,5.0
938,0,5.0
939,0,4.0
940,0,1.0
941,0,4.0
942,0,5.0
943,0,1.0
944,0,1.0
945,0,2.0
946,0,4.0
947,0,5.0
948,0,1.0
949,0,4.0
950,0,5.0
951,0,3.0
952,0,5.0
953,0,3.0
954,0,4.0
955,0,5.0
956,0,2.0
957,0,5.0
958,0,5.0
959,0,3.0
960,0,2.0
961,0,5.0
962,0,5.0
963,0,1.0
964,0,4.0
965,0,1.0
966,0,4.0
967,0,5.0
968,0,3.0
969,0,1.0
970,0,3.0
971,0,5.0
972,0,2.0
973,0,4.0
974,0,1.0
975,0,4.0
976,0,1.0
977,0,5.0
978,0,1.0
979,0,4.0
980,0,1.0
981,0,3.0
982,0,1.0
983,0,3.0
984,0,4.0
985,0,4.0
986,0,4.0
987,0,5.0
988,0,3.0
989,0,3.0
990,0,5.0
991,0,5.0
992,0,4.0
993,0,3.0
994,0,1.0
995,0,5.0
996,0,3.0
997,0,4.0
998,0,5.0
999,0,4.0
1000,0,5.0
1001,0,5.0
1002,0,1.0
1003,0,3.0
1004,0,5.0
1005,0,1.0
1006,0,4.0
1007,0,5.0
1008,0,5.0
1009,0,1.0
1010,0,1.0
1011,0,5.0
1012,0,3.0
1013,0,5.0
1014,0,2.0
1015,0,5.0
1016,0,4.0
1017,0,1.0
1018,0,5.0
1019,0,4.0
1020,0,4.0
1021,0,1.0
1022,0,5.0
1023,0,3.0
1024,0,5.0
1025,0,2.0
1026,0,5.0
1027,0,1.0
1028,0,4.0
1029,0,5.0
1030,0,3.0
1031,0,5.0
1032,0,5.0
1033,0,3.0
1034,0,5.0
1035,0,4.0
1036,0,1.0
1037,0,4.0
1038,0,1.0
1039,0,4.0
1040,0,1.0
1041,0,5.0
1042,0,5.0
1043,0,2.0
1044,0,4.0
1045,0,4.0
1046,0,5.0
1047,0,2.0
1048,0,5.0
1049,0,1.0
1050,0,4.0
1051,0,5.0
1052,0,5.0
1053,0,2.0
1054,0,4.0
1055,0,4.0
1056,0,4.0
1057,0,1.0
1058,0,3.0
1059,0,1.0
1060,0,5.0
1061,0,1.0
1062,0,2.0
1063,0,3.0
1064,0,4.0
1065,0,5.0
1066,0,5.0
1067,0,5.0
1068,0,1.0
1069,0,1.0
1070,0,4.0
1071,0,4.0
1072,0,1.0
1073,0,3.0
1074,0,4.0
1075,0,5.0
1076,0,5.0
1077,0,5.0
1078,0,1.0
1079,0,4.0
1080,0,5.0
1081,0,5.0
1082,0,5.0
1083,0,5.0
1084,0,5.0
1085,0,2.0
1086,0,3.0
1087,0,5.0
1088,0,5.0
1089,0,1.0
1090,0,1.0
1091,0,5.0
1092,0,4.0
1093,0,4.0
1094,0,5.0
1095,0,3.0
1096,0,5.0
1097,0,5.0
1098,0,2.0
1099,0,1.0
1100,0,5.0
1101,0,3.0
1102,0,5.0
1103,0,1.0
1104,0,1.0
1105,0,4.0
1106,0,3.0
1107,0,4.0
1108,0,5.0
1109,0,1.0
1110,0,3.0
1111,0,1.0
1112,0,3.0
1113,0,5.0
1114,0,1.0
1115,0,5.0
1116,0,2.0
1117,0,4.0
1118,0,5.0
1119,0,5.0
1120,0,5.0
1121,0,1.0
1122,0,4.0
1123,0,5.0
1124,0,3.0
1125,0,2.0
1126,0,5.0
1127,0,1.0
1128,0,5.0
1129,0,4.0
1130,0,3.0
1131,0,5.0
1132,0,3.0
1133,0,4.0
1134,0,3.0
1135,0,5.0
1136,0,5.0
1137,0,5.0
1138,0,3.0
1139,0,1.0
1140,0,5.0
1141,0,4.0
1142,0,5.0
1143,0,5.0
1144,0,3.0
1145,0,2.0
1146,0,5.0
1147,0,3.0
1148,0,1.0
1149,0,1.0
1150,0,5.0
1151,0,1.0
1152,0,4.0
1153,0,4.0
1154,0,4.0
1155,0,5.0
1156,0,5.0
1157,0,5.0
1158,0,5.0
1159,0,5.0
1160,0,4.0
1161,0,5.0
1162,0,3.0
1163,0,1.0
1164,0,4.0
1165,0,2.0
1166,0,5.0
1167,0,5.0
1168,0,3.0
1169,0,5.0
1170,0,4.0
1171,0,1.0
1172,0,2.0
1173,0,4.0
1174,0,5.0
1175,0,3.0
1176,0,5.0
1177,0,5.0
1178,0,5.0
1179,0,4.0
1180,0,3.0
1181,0,3.0
1182,0,1.0
1183,0,2.0
1184,0,5.0
1185,0,4.0
1186,0,5.0
1187,0,1.0
1188,0,3.0
1189,0,3.0
1190,0,5.0
1191,0,1.0
1192,0,1.0
1193,0,2.0
1194,0,4.0
1195,0,2.0
1196,0,4.0
1197,0,1.0
1198,0,1.0
1199,0,1.0
1200,0,4.0
1201,0,3.0
1202,0,2.0
1203,0,3.0
1204,0,5.0
1205,0,5.0
1206,0,1.0
1207,0,3.0
1208,0,5.0
1209,0,4.0
1210,0,4.0
1211,0,1.0
1212,0,4.0
1213,0,5.0
1214,0,3.0
1215,0,1.0
1216,0,5.0
1217,0,2.0
1218,0,3.0
1219,0,1.0
1220,0,5.0
1221,0,1.0
1222,0,3.0
1223,0,3.0
1224,0,4.0
1225,0,3.0
1226,0,3.0
1227,0,5.0
1228,0,4.0
1229,0,4.0
1230,0,4.0
1231,0,4.0
1232,0,4.0
1233,0,4.0
1234,0,1.0
1235,0,4.0
1236,0,1.0
1237,0,1.0
1238,0,1.0
1239,0,5.0
1240,0,1.0
1241,0,5.0
1242,0,4.0
1243,0,4.0
1244,0,1.0
1245,0,1.0
1246,0,5.0
1247,0,4.0
1248,0,3.0
1249,0,5.0
1250,0,1.0
1251,0,5.0
1252,0,5.0
1253,0,2.0
1254,0,1.0
1255,0,5.0
1256,0,5.0
1257,0,5.0
1258,0,5.0
1259,0,2.0
1260,0,1.0
1261,0,5.0
1262,0,4.0
1263,0,3.0
1264,0,1.0
1265,0,4.0
1266,0,4.0
1267,0,3.0
1268,0,5.0
1269,0,5.0
1270,0,5.0
1271,0,5.0
1272,0,5.0
1273,0,5.0
1274,0,3.0
1275,0,3.0
1276,0,3.0
1277,0,3.0
1278,0,5.0
1279,0,3.0
1280,0,5.0
1281,0,5.0
1282,0,4.0
1283,0,1.0
1284,0,1.0
1285,0,3.0
1286,0,1.0
1287,0,5.0
1288,0,4.0
1289,0,3.0
1290,0,5.0
1291,0,4.0
1292,0,5.0
1293,0,3.0
1294,0,2.0
1295,0,5.0
1296,0,4.0
1297,0,4.0
1298,0,1.0
1299,0,5.0
1300,0,2.0
1301,0,5.0
1302,0,1.0
1303,0,5.0
1304,0,3.0
1305,0,4.0
1306,0,5.0
1307,0,5.0
1308,0,5.0
1309,0,5.0
1310,0,4.0
1311,0,4.0
1312,0,4.0
1313,0,4.0
1314,0,4.0
1315,0,1.0
1316,0,5.0
1317,0,2.0
1318,0,5.0
1319,0,5.0
1320,0,3.0
1321,0,1.0
1322,0,5.0
1323,0,5.0
1324,0,5.0
1325,0,4.0
1326,0,4.0
1327,0,4.0
1328,0,4.0
1329,0,5.0
1330,0,4.0
1331,0,5.0
1332,0,2.0
1333,0,1.0
1334,0,3.0
1335,0,3.0
1336,0,5.0
1337,0,5.0
1338,0,4.0
1339,0,5.0
1340,0,4.0
1341,0,3.0
1342,0,5.0
1343,0,3.0
1344,0,1.0
1345,0,4.0
1346,0,5.0
1347,0,5.0
1348,0,5.0
1349,0,5.0
1350,0,3.0
1351,0,1.0
1352,0,4.0
1353,0,5.0
1354,0,5.0
1355,0,5.0
1356,0,1.0
1357,0,4.0
1358,0,4.0
1359,0,5.0
1360,0,4.0
1361,0,2.0
1362,0,5.0
1363,0,2.0
1364,0,5.0
1365,0,4.0
1366,0,1.0
1367,0,1.0
1368,0,1.0
1369,0,5.0
1370,0,1.0
1371,0,5.0
1372,0,5.0
1373,0,5.0
1374,0,1.0
1375,0,3.0
1376,0,5.0
1377,0,2.0
1378,0,4.0
1379,0,5.0
1380,0,4.0
1381,0,1.0
1382,0,1.0
1383,0,4.0
1384,0,4.0
1385,0,4.0
1386,0,4.0
1387,0,4.0
1388,0,5.0
1389,0,5.0
1390,0,1.0
1391,0,5.0
1392,0,1.0
1393,0,5.0
1394,0,3.0
1395,0,5.0
1396,0,5.0
1397,0,4.0
1398,0,4.0
1399,0,2.0
1400,0,4.0
1401,0,5.0
1402,0,5.0
1403,0,3.0
1404,0,5.0
1405,0,1.0
1406,0,5.0
1407,0,5.0
1408,0,1.0
1409,0,2.0
1410,0,5.0
1411,0,3.0
1412,0,4.0
1413,0,1.0
1414,0,1.0
1415,0,5.0
1416,0,5.0
1417,0,5.0
1418,0,5.0
1419,0,1.0
1420,0,3.0
1421,0,5.0
1422,0,2.0
1423,0,5.0
1424,0,5.0
1425,0,4.0
1426,0,5.0
1427,0,4.0
1428,0,5.0
1429,0,4.0
1430,0,5.0
1431,0,3.0
1432,0,5.0
1433,0,5.0
1434,0,3.0
1435,0,5.0
1436,0,5.0
1437,0,5.0
1438,0,1.0
1439,0,3.0
1440,0,3.0
1441,0,5.0
1442,0,1.0
1443,0,3.0
1444,0,2.0
1445,0,1.0
1446,0,4.0
1447,0,5.0
1448,0,5.0
1449,0,4.0
1450,0,3.0
1451,0,4.0
1452,0,1.0
1453,0,4.0
1454,0,5.0
1455,0,5.0
1456,0,4.0
1457,0,5.0
1458,0,3.0
1459,0,4.0
1460,0,4.0
1461,0,1.0
1462,0,5.0
1463,0,4.0
1464,0,5.0
1465,0,1.0
1466,0,4.0
1467,0,1.0
1468,0,2.0
1469,0,1.0
1470,0,3.0
1471,0,1.0
1472,0,4.0
1473,0,5.0
1474,0,4.0
1475,0,3.0
1476,0,4.0
1477,0,3.0
1478,0,1.0
1479,0,1.0
1480,0,4.0
1481,0,1.0
1482,0,5.0
1483,0,1.0
1484,0,4.0
1485,0,5.0
1486,0,4.0
1487,0,1.0
1488,0,4.0
1489,0,4.0
1490,0,4.0
1491,0,1.0
1492,0,5.0
1493,0,4.0
1494,0,4.0
1495,0,3.0
1496,0,1.0
1497,0,2.0
1498,0,3.0
1499,0,1.0
1500,0,1.0
1501,0,4.0
1502,0,5.0
1503,0,4.0
1504,0,2.0
1505,0,1.0
1506,0,3.0
1507,0,5.0
1508,0,1.0
1509,0,4.0
1510,0,1.0
1511,0,3.0
1512,0,4.0
1513,0,1.0
1514,0,4.0
1515,0,5.0
1516,0,5.0
1517,0,5.0
1518,0,2.0
1519,0,5.0
1520,0,3.0
1521,0,4.0
1522,0,5.0
1523,0,5.0
1524,0,4.0
1525,0,1.0
1526,0,3.0
1527,0,5.0
1528,0,5.0
1529,0,4.0
1530,0,3.0
1531,0,1.0
1532,0,1.0
1533,0,1.0
1534,0,5.0
1535,0,4.0
1536,0,4.0
1537,0,5.0
1538,0,4.0
1539,0,4.0
1540,0,2.0
1541,0,1.0
1542,0,3.0
1543,0,5.0
1544,0,4.0
1545,0,5.0
1546,0,1.0
1547,0,3.0
1548,0,3.0
1549,0,4.0
1550,0,5.0
1551,0,1.0
1552,0,4.0
1553,0,4.0
1554,0,5.0
1555,0,5.0
1556,0,1.0
1557,0,5.0
1558,0,5.0
1559,0,5.0
1560,0,2.0
1561,0,4.0
1562,0,4.0
1563,0,5.0
1564,0,4.0
1565,0,4.0
1566,0,4.0
1567,0,4.0
1568,0,5.0
1569,0,3.0
1570,0,1.0
1571,0,3.0
1572,0,5.0
1573,0,2.0
1574,0,5.0
1575,0,5.0
1576,0,1.0
1577,0,2.0
1578,0,3.0
1579,0,5.0
1580,0,5.0
1581,0,5.0
1582,0,2.0
1583,0,4.0
1584,0,5.0
1585,0,1.0
1586,0,5.0
1587,0,2.0
1588,0,5.0
1589,0,4.0
1590,0,4.0
1591,0,5.0
1592,0,5.0
1593,0,5.0
1594,0,4.0
1595,0,5.0
1596,0,4.0
1597,0,5.0
1598,0,5.0
1599,0,5.0
1600,0,4.0
1601,0,3.0
1602,0,2.0
1603,0,4.0
1604,0,5.0
1605,0,3.0
1606,0,2.0
1607,0,5.0
1608,0,4.0
1609,0,2.0
1610,0,1.0
1611,0,5.0
1612,0,5.0
1613,0,4.0
1614,0,5.0
1615,0,1.0
1616,0,5.0
1617,0,5.0
1618,0,4.0
1619,0,4.0
1620,0,2.0
1621,0,5.0
1622,0,4.0
1623,0,4.0
1624,0,5.0
1625,0,5.0
1626,0,1.0
1627,0,4.0
1628,0,1.0
1629,0,5.0
1630,0,4.0
1631,0,1.0
1632,0,5.0
1633,0,5.0
1634,0,3.0
1635,0,2.0
1636,0,3.0
1637,0,5.0
1638,0,4.0
1639,0,5.0
1640,0,5.0
1641,0,4.0
1642,0,2.0
1643,0,5.0
1644,0,2.0
1645,0,1.0
1646,0,4.0
1647,0,5.0
1648,0,3.0
1649,0,1.0
1650,0,2.0
1651,0,2.0
1652,0,4.0
1653,0,4.0
1654,0,5.0
1655,0,5.0
1656,0,2.0
1657,0,5.0
1658,0,1.0
1659,0,5.0
1660,0,5.0
1661,0,4.0
1662,0,4.0
1663,0,4.0
1664,0,5.0
