user,item,rating,timestamp,feature
158,250,2.0,2020-04-13T15:06:28,4799
159,251,3.3,2020-04-13T15:06:28,3999
15,252,1.0,2020-04-13T15:06:28,1899
155,253,4.5,2020-04-13T15:06:28,2159
102,254,2.8,2020-04-13T15:06:28,5999
108,255,3.3,2020-04-13T15:06:28,6999
90,256,3.2,2020-04-13T15:06:28,3999
1,257,4.3,2020-04-13T15:06:28,3799
11,258,3.7,2020-04-13T15:06:28,4559
160,259,1.0,2020-04-13T15:06:28,3299
17,260,3.2,2020-04-13T15:06:28,2279
161,261,4.1,2020-04-13T15:06:28,5999
162,262,0.0,2020-04-13T15:06:28,4559
163,263,2.4,2020-04-13T15:06:28,5999
85,264,1.5,2020-04-13T15:06:28,5399
90,265,3.1,2020-04-13T15:06:28,3999
164,266,2.2,2020-04-13T15:06:28,8999
52,267,5.0,2020-04-13T15:06:28,779
165,268,3.4,2020-04-13T15:06:28,5999
166,269,3.5,2020-04-13T15:06:28,779
167,270,3.0,2020-04-13T15:06:28,749
62,271,1.0,2020-04-13T15:06:28,2399
168,272,4.7,2020-04-13T15:06:28,2399
169,273,3.4,2020-04-13T15:06:28,3959
163,274,2.2,2020-04-13T15:06:28,5999
170,275,5.0,2020-04-13T15:06:28,649
108,276,3.9,2020-04-13T15:06:28,6999
171,277,2.4,2020-04-13T15:06:29,7999
102,278,2.0,2020-04-13T15:06:29,7199
172,279,3.9,2020-04-13T15:06:29,4000
173,280,1.0,2020-04-13T15:06:29,2999
11,281,3.6,2020-04-13T15:06:29,4799
174,282,2.2,2020-04-13T15:06:29,4559
47,283,3.2,2020-04-13T15:06:29,4799
90,284,4.0,2020-04-13T15:06:29,7999
102,285,0.0,2020-04-13T15:06:29,7199
175,286,4.2,2020-04-13T15:06:29,4999
176,287,3.5,2020-04-13T15:06:29,2579
151,288,3.4,2020-04-13T15:06:29,2999
163,289,4.8,2020-04-13T15:06:29,5999
177,290,3.3,2020-04-13T15:06:29,3999
102,291,2.7,2020-04-13T15:06:29,7199
164,292,3.7,2020-04-13T15:06:29,10799
29,293,2.8,2020-04-13T15:06:29,3499
24,294,2.9,2020-04-13T15:06:29,3359
99,295,5.0,2020-04-13T15:06:29,3959
178,296,0.0,2020-04-13T15:06:29,2799
179,297,3.2,2020-04-13T15:06:29,3999
180,298,3.2,2020-04-13T15:06:29,2149
46,299,2.2,2020-04-13T15:06:29,3299
79,300,3.2,2020-04-13T15:06:29,2499
113,301,3.0,2020-04-13T15:06:29,2649
112,302,2.6,2020-04-13T15:06:30,2799
181,303,3.1,2020-04-13T15:06:30,5999
85,304,2.7,2020-04-13T15:06:30,4999
182,305,3.5,2020-04-13T15:06:30,4499
183,306,2.9,2020-04-13T15:06:30,2299
184,307,1.5,2020-04-13T15:06:30,2499
185,308,4.1,2020-04-13T15:06:30,2299
185,309,2.0,2020-04-13T15:06:30,2299
186,310,4.6,2020-04-13T15:06:30,2499
187,311,3.8,2020-04-13T15:06:30,2499
68,312,4.3,2020-04-13T15:06:30,2999
130,313,2.7,2020-04-13T15:06:30,2649
185,314,4.7,2020-04-13T15:06:30,2299
188,315,2.7,2020-04-13T15:06:30,2799
189,316,2.5,2020-04-13T15:06:30,7799
113,317,5.0,2020-04-13T15:06:30,2649
190,318,4.2,2020-04-13T15:06:30,3359
190,319,2.4,2020-04-13T15:06:30,2799
73,320,3.6,2020-04-13T15:06:30,2499
76,321,2.7,2020-04-13T15:06:30,2499
191,322,2.5,2020-04-13T15:06:30,1799
46,323,3.6,2020-04-13T15:06:30,2999
112,324,4.9,2020-04-13T15:06:30,2799
192,325,4.1,2020-04-13T15:06:30,1999
185,326,3.9,2020-04-13T15:06:30,2299
193,327,3.4,2020-04-13T15:06:30,2499
194,328,1.0,2020-04-13T15:06:30,2649
114,329,4.1,2020-04-13T15:06:30,2999
193,330,3.5,2020-04-13T15:06:30,2499
114,331,4.3,2020-04-13T15:06:31,2999
195,332,2.4,2020-04-13T15:06:31,2499
196,333,3.3,2020-04-13T15:06:31,2799
194,334,4.7,2020-04-13T15:06:31,2649
133,335,3.4,2020-04-13T15:06:31,2149
129,336,4.8,2020-04-13T15:06:31,1999
129,337,0.0,2020-04-13T15:06:31,1999
188,338,4.6,2020-04-13T15:06:31,2799
197,339,3.5,2020-04-13T15:06:31,2799
130,340,4.8,2020-04-13T15:06:31,2649
198,341,2.2,2020-04-13T15:06:31,2499
129,342,3.8,2020-04-13T15:06:31,1999
42,343,3.5,2020-04-13T15:06:31,2799
199,344,2.5,2020-04-13T15:06:31,2299
200,345,4.6,2020-04-13T15:06:31,2299
201,346,3.9,2020-04-13T15:06:31,2299
112,347,1.5,2020-04-13T15:06:31,2799
173,348,3.7,2020-04-13T15:06:31,3599
56,349,4.3,2020-04-13T15:06:31,2499
112,350,2.5,2020-04-13T15:06:31,2799
189,351,2.8,2020-04-13T15:06:31,7199
36,352,2.0,2020-04-13T15:06:31,7199
123,353,2.0,2020-04-13T15:06:31,2799
86,354,1.0,2020-04-13T15:06:31,4799
11,355,4.5,2020-04-13T15:06:31,4559
130,356,2.7,2020-04-13T15:06:31,2649
104,357,3.9,2020-04-13T15:06:31,5399
202,358,4.9,2020-04-13T15:06:31,2299
115,359,4.0,2020-04-13T15:06:31,2499
203,360,4.2,2020-04-13T15:06:32,3359
133,361,3.0,2020-04-13T15:06:32,2149
50,362,3.7,2020-04-13T15:06:32,2999
99,363,4.7,2020-04-13T15:06:32,3959
79,364,4.1,2020-04-13T15:06:32,2499
91,365,4.4,2020-04-13T15:06:32,4559
204,366,3.8,2020-04-13T15:06:32,4799
205,367,5.0,2020-04-13T15:06:32,3499
144,368,2.8,2020-04-13T15:06:32,2640
81,369,4.7,2020-04-13T15:06:32,2799
91,370,4.2,2020-04-13T15:06:32,4559
206,371,2.0,2020-04-13T15:06:32,2149
207,372,4.6,2020-04-13T15:06:32,2649
208,373,5.0,2020-04-13T15:06:32,5599
209,374,3.0,2020-04-13T15:06:32,7799
210,375,3.8,2020-04-13T15:06:32,2299
211,376,4.1,2020-04-13T15:06:32,4999
104,377,2.2,2020-04-13T15:06:32,4799
212,378,4.1,2020-04-13T15:06:32,2299
30,379,4.2,2020-04-13T15:06:32,5599
173,380,2.4,2020-04-13T15:06:32,3599
5,381,4.5,2020-04-13T15:06:32,2399
46,382,4.6,2020-04-13T15:06:32,2999
213,383,2.9,2020-04-13T15:06:32,2499
214,384,4.1,2020-04-13T15:06:32,4799
166,385,4.4,2020-04-13T15:06:32,779
157,386,4.9,2020-04-13T15:06:32,4799
33,387,4.1,2020-04-13T15:06:32,4999
91,388,3.3,2020-04-13T15:06:32,4559
153,389,4.2,2020-04-13T15:06:32,4999
98,390,3.4,2020-04-13T15:06:32,599
24,391,2.2,2020-04-13T15:06:32,5599
167,392,3.7,2020-04-13T15:06:32,899
152,393,4.5,2020-04-13T15:06:32,4999
2,394,4.0,2020-04-13T15:06:32,599
166,395,3.0,2020-04-13T15:06:32,779
166,396,2.9,2020-04-13T15:06:32,779
98,397,4.2,2020-04-13T15:06:32,599
98,398,4.4,2020-04-13T15:06:33,599
167,399,2.6,2020-04-13T15:06:33,899
215,400,0.0,2020-04-13T15:06:33,5599
216,401,4.4,2020-04-13T15:06:33,4599
217,402,4.0,2020-04-13T15:06:33,4599
2,403,3.6,2020-04-13T15:06:33,599
32,404,4.7,2020-04-13T15:06:33,4999
30,405,3.9,2020-04-13T15:06:33,5599
30,406,3.2,2020-04-13T15:06:33,5599
216,407,4.3,2020-04-13T15:06:33,4999
218,408,3.4,2020-04-13T15:06:33,6599
219,409,2.5,2020-04-13T15:06:33,4999
218,410,3.8,2020-04-13T15:06:33,6599
220,411,4.9,2020-04-13T15:06:33,5599
220,412,0.0,2020-04-13T15:06:33,5599
221,413,2.7,2020-04-13T15:06:33,4999
221,414,2.8,2020-04-13T15:06:33,4999
222,415,3.2,2020-04-13T15:06:33,5599
42,416,4.9,2020-04-13T15:06:33,2999
42,417,1.5,2020-04-13T15:06:33,2999
223,418,2.9,2020-04-13T15:06:33,6599
222,419,3.9,2020-04-13T15:06:33,4999
193,420,0.0,2020-04-13T15:06:33,2499
222,421,3.0,2020-04-13T15:06:33,4999
30,422,2.5,2020-04-13T15:06:33,5599
61,423,2.6,2020-04-13T15:06:33,2799
115,424,5.0,2020-04-13T15:06:34,2499
224,425,2.9,2020-04-13T15:06:34,2799
225,426,2.4,2020-04-13T15:06:34,2649
226,427,4.6,2020-04-13T15:06:34,2299
201,428,2.9,2020-04-13T15:06:34,2299
46,429,3.0,2020-04-13T15:06:34,2999
187,430,4.6,2020-04-13T15:06:34,2499
227,431,4.0,2020-04-13T15:06:34,2499
110,432,3.8,2020-04-13T15:06:34,2499
187,433,4.5,2020-04-13T15:06:34,2499
228,434,2.8,2020-04-13T15:06:34,2149
229,435,4.9,2020-04-13T15:06:34,1999
230,436,1.0,2020-04-13T15:06:34,2149
225,437,1.5,2020-04-13T15:06:34,2649
231,438,4.2,2020-04-13T15:06:34,2279
123,439,2.6,2020-04-13T15:06:34,2799
226,440,2.6,2020-04-13T15:06:34,2299
232,441,4.3,2020-04-13T15:06:34,2759
233,442,3.7,2020-04-13T15:06:34,2759
234,443,4.6,2020-04-13T15:06:34,2799
147,444,4.5,2020-04-13T15:06:34,3599
232,445,3.8,2020-04-13T15:06:35,2759
136,446,5.0,2020-04-13T15:06:35,2299
231,447,4.1,2020-04-13T15:06:35,2279
235,448,4.1,2020-04-13T15:06:35,3599
228,449,3.2,2020-04-13T15:06:35,2149
197,450,4.5,2020-04-13T15:06:35,3359
236,451,4.3,2020-04-13T15:06:35,4199
237,452,4.4,2020-04-13T15:06:35,3359
196,453,2.8,2020-04-13T15:06:35,3359
238,454,3.2,2020-04-13T15:06:35,4199
200,455,3.3,2020-04-13T15:06:35,2499
239,456,4.5,2020-04-13T15:06:35,2999
228,457,2.5,2020-04-13T15:06:35,2149
224,458,4.7,2020-04-13T15:06:35,3359
240,459,4.2,2020-04-13T15:06:35,4199
46,460,2.4,2020-04-13T15:06:35,3959
132,461,2.8,2020-04-13T15:06:35,2399
236,462,3.5,2020-04-13T15:06:35,4199
122,463,2.8,2020-04-13T15:06:35,3999
132,464,4.7,2020-04-13T15:06:35,2399
241,465,4.9,2020-04-13T15:06:35,2499
242,466,4.0,2020-04-13T15:06:35,3179
75,467,4.2,2020-04-13T15:06:35,2879
197,468,4.4,2020-04-13T15:06:35,3359
243,469,2.4,2020-04-13T15:06:35,4599
244,470,3.7,2020-04-13T15:06:35,2499
155,471,3.4,2020-04-13T15:06:35,3799
245,472,4.1,2020-04-13T15:06:35,2999
246,473,4.1,2020-04-13T15:06:35,2499
247,474,2.9,2020-04-13T15:06:35,4799
136,475,4.2,2020-04-13T15:06:35,2759
196,476,3.3,2020-04-13T15:06:35,3359
245,477,4.3,2020-04-13T15:06:35,2999
246,478,4.5,2020-04-13T15:06:35,2499
248,479,2.5,2020-04-13T15:06:36,3599
190,480,3.7,2020-04-13T15:06:36,3359
31,481,3.9,2020-04-13T15:06:36,3599
249,482,3.1,2020-04-13T15:06:36,4999
246,483,3.9,2020-04-13T15:06:36,2499
238,484,2.7,2020-04-13T15:06:36,4199
238,485,1.0,2020-04-13T15:06:36,4199
39,486,0.0,2020-04-13T15:06:36,7999
190,487,2.0,2020-04-13T15:06:36,3359
249,488,3.6,2020-04-13T15:06:36,4999
250,489,3.5,2020-04-13T15:06:36,5599
251,490,3.2,2020-04-13T15:06:36,7599
252,491,4.3,2020-04-13T15:06:36,3999
253,492,2.2,2020-04-13T15:06:36,7599
249,493,4.1,2020-04-13T15:06:36,4999
245,494,4.7,2020-04-13T15:06:36,2999
252,495,3.4,2020-04-13T15:06:36,3999
244,496,2.8,2020-04-13T15:06:36,2499
254,497,2.8,2020-04-13T15:06:36,3299
155,498,4.9,2020-04-13T15:06:36,3799
90,499,3.1,2020-04-13T15:06:36,7999
149,500,5.0,2020-04-13T15:06:36,2999
39,501,2.4,2020-04-13T15:06:36,7999
171,502,3.2,2020-04-13T15:06:36,10999
243,503,4.8,2020-04-13T15:06:36,4599
1,504,3.5,2020-04-13T15:06:36,7599
255,505,2.5,2020-04-13T15:06:36,11999
256,506,4.4,2020-04-13T15:06:36,7599
244,507,4.2,2020-04-13T15:06:36,2499
47,508,4.1,2020-04-13T15:06:36,7999
257,509,3.1,2020-04-13T15:06:36,7999
258,510,4.2,2020-04-13T15:06:36,8999
259,511,0.0,2020-04-13T15:06:36,6599
90,512,4.6,2020-04-13T15:06:37,7999
86,513,3.1,2020-04-13T15:06:37,7999
260,514,3.2,2020-04-13T15:06:37,6599
260,515,3.5,2020-04-13T15:06:37,6599
158,516,4.9,2020-04-13T15:06:37,7999
261,517,1.0,2020-04-13T15:06:37,7999
262,518,2.8,2020-04-13T15:06:37,8999
263,519,4.8,2020-04-13T15:06:37,7999
256,520,4.5,2020-04-13T15:06:37,7599
264,521,2.9,2020-04-13T15:06:37,8599
1,522,2.7,2020-04-13T15:06:37,7599
264,523,5.0,2020-04-13T15:06:37,8599
262,524,4.1,2020-04-13T15:06:37,8999
1,525,2.9,2020-04-13T15:06:37,7599
262,526,4.3,2020-04-13T15:06:37,8999
1,527,4.7,2020-04-13T15:06:37,7599
265,528,4.4,2020-04-13T15:06:37,7599
104,529,4.8,2020-04-13T15:06:37,7999
11,530,3.8,2020-04-13T15:06:37,7999
255,531,4.2,2020-04-13T15:06:37,11999
104,532,5.0,2020-04-13T15:06:37,7999
263,533,2.0,2020-04-13T15:06:37,7999
266,534,4.9,2020-04-13T15:06:37,7999
85,535,5.0,2020-04-13T15:06:37,8999
267,536,2.8,2020-04-13T15:06:37,3179
268,537,2.9,2020-04-13T15:06:37,7999
263,538,4.7,2020-04-13T15:06:37,7999
264,539,4.1,2020-04-13T15:06:37,7999
236,540,2.2,2020-04-13T15:06:37,4199
242,541,4.6,2020-04-13T15:06:37,3179
224,542,1.5,2020-04-13T15:06:38,3359
269,543,4.3,2020-04-13T15:06:38,2159
224,544,4.9,2020-04-13T15:06:38,3359
264,545,4.8,2020-04-13T15:06:38,7999
270,546,4.7,2020-04-13T15:06:38,4199
271,547,5.0,2020-04-13T15:06:38,1979
237,548,2.0,2020-04-13T15:06:38,3359
247,549,3.2,2020-04-13T15:06:38,4799
240,550,4.7,2020-04-13T15:06:38,4199
240,551,2.2,2020-04-13T15:06:38,4199
224,552,3.6,2020-04-13T15:06:38,3359
190,553,4.3,2020-04-13T15:06:38,3359
182,554,4.9,2020-04-13T15:06:38,5399
272,555,4.5,2020-04-13T15:06:38,3599
46,556,1.0,2020-04-13T15:06:38,3959
273,557,4.8,2020-04-13T15:06:38,5399
274,558,4.6,2020-04-13T15:06:38,1499
147,559,3.1,2020-04-13T15:06:38,3599
246,560,2.4,2020-04-13T15:06:38,2499
66,561,2.7,2020-04-13T15:06:38,2299
270,562,4.4,2020-04-13T15:06:38,4199
269,563,1.5,2020-04-13T15:06:38,2159
275,564,5.0,2020-04-13T15:06:38,3999
224,565,3.7,2020-04-13T15:06:38,3359
56,566,2.6,2020-04-13T15:06:38,2499
276,567,2.0,2020-04-13T15:06:38,2799
190,568,4.9,2020-04-13T15:06:38,3359
149,569,3.5,2020-04-13T15:06:38,2999
229,570,2.7,2020-04-13T15:06:38,1999
270,571,4.5,2020-04-13T15:06:38,4199
123,572,3.4,2020-04-13T15:06:38,2799
31,573,3.5,2020-04-13T15:06:38,3599
269,574,3.6,2020-04-13T15:06:39,2159
224,575,3.1,2020-04-13T15:06:39,3359
277,576,2.5,2020-04-13T15:06:39,1499
31,577,3.8,2020-04-13T15:06:39,3999
278,578,1.0,2020-04-13T15:06:39,1999
279,579,3.5,2020-04-13T15:06:39,4799
192,580,2.6,2020-04-13T15:06:39,1999
280,581,2.9,2020-04-13T15:06:39,2999
66,582,2.5,2020-04-13T15:06:39,2299
