user,item,rating,timestamp,feature Str,feature_second
49,0,3.0,2022-11-22,Paula's Choice,52.0
50,0,5.0,2022-11-22,Paula's Choice,52.0
51,0,5.0,2022-11-22,Paula's Choice,52.0
52,0,5.0,2022-11-22,Paula's Choice,52.0
53,0,5.0,2022-11-22,Paula's Choice,52.0
54,0,5.0,2022-11-22,Paula's Choice,52.0
55,0,5.0,2022-11-21,Paula's Choice,52.0
56,0,5.0,2022-11-21,Paula's Choice,52.0
57,0,5.0,2022-11-21,Paula's Choice,52.0
58,0,5.0,2022-11-21,Paula's Choice,52.0
59,0,3.0,2022-11-21,Paula's Choice,52.0
60,0,5.0,2022-11-18,Paula's Choice,52.0
61,0,5.0,2022-11-18,Paula's Choice,52.0
62,0,5.0,2022-11-18,Paula's Choice,52.0
63,0,5.0,2022-11-18,Paula's Choice,52.0
64,0,5.0,2022-11-18,Paula's Choice,52.0
65,0,5.0,2022-11-18,Paula's Choice,52.0
66,0,4.0,2022-11-18,Paula's Choice,52.0
67,0,5.0,2022-11-17,Paula's Choice,52.0
68,0,5.0,2022-11-17,Paula's Choice,52.0
69,0,5.0,2022-11-17,Paula's Choice,52.0
70,0,5.0,2022-11-17,Paula's Choice,52.0
71,0,4.0,2022-11-17,Paula's Choice,52.0
72,0,5.0,2022-11-17,Paula's Choice,52.0
73,0,5.0,2022-11-17,Paula's Choice,52.0
74,0,4.0,2022-11-17,Paula's Choice,52.0
75,0,5.0,2022-11-17,Paula's Choice,52.0
76,0,5.0,2022-11-17,Paula's Choice,52.0
77,0,5.0,2022-11-17,Paula's Choice,52.0
78,0,5.0,2022-11-17,Paula's Choice,52.0
79,0,5.0,2022-10-28,Paula's Choice,52.0
80,0,1.0,2022-09-09,Paula's Choice,52.0
81,0,5.0,2022-05-25,Paula's Choice,52.0
82,0,5.0,2022-05-01,Paula's Choice,52.0
83,0,2.0,2022-04-14,Paula's Choice,52.0
84,0,5.0,2022-04-03,Paula's Choice,52.0
85,0,1.0,2022-03-08,Paula's Choice,52.0
86,0,2.0,2022-01-12,Paula's Choice,52.0
87,0,4.0,2022-01-09,Paula's Choice,52.0
88,0,1.0,2021-12-28,Paula's Choice,52.0
89,0,5.0,2021-12-19,Paula's Choice,52.0
90,0,5.0,2021-11-15,Paula's Choice,52.0
91,0,1.0,2021-11-05,Paula's Choice,52.0
92,0,5.0,2021-11-01,Paula's Choice,52.0
93,0,5.0,2021-10-22,Paula's Choice,52.0
94,0,4.0,2021-08-12,Paula's Choice,52.0
95,0,5.0,2021-08-11,Paula's Choice,52.0
96,0,5.0,2021-08-03,Paula's Choice,52.0
97,0,5.0,2021-08-02,Paula's Choice,52.0
98,0,4.0,2021-08-02,Paula's Choice,52.0
99,0,3.0,2021-08-01,Paula's Choice,52.0
100,0,5.0,2021-08-01,Paula's Choice,52.0
101,0,5.0,2021-08-01,Paula's Choice,52.0
102,0,5.0,2021-07-31,Paula's Choice,52.0
103,0,5.0,2021-07-31,Paula's Choice,52.0
104,0,5.0,2021-07-30,Paula's Choice,52.0
105,0,5.0,2021-07-30,Paula's Choice,52.0
106,0,5.0,2021-07-30,Paula's Choice,52.0
107,0,5.0,2021-07-29,Paula's Choice,52.0
108,0,4.0,2021-07-29,Paula's Choice,52.0
109,0,5.0,2021-07-28,Paula's Choice,52.0
110,0,5.0,2021-07-28,Paula's Choice,52.0
111,0,5.0,2021-07-28,Paula's Choice,52.0
112,0,4.0,2021-07-28,Paula's Choice,52.0
113,0,5.0,2021-07-27,Paula's Choice,52.0
114,0,5.0,2021-07-27,Paula's Choice,52.0
115,0,5.0,2021-07-26,Paula's Choice,52.0
116,0,5.0,2021-07-26,Paula's Choice,52.0
117,0,5.0,2021-07-26,Paula's Choice,52.0
118,0,5.0,2021-07-22,Paula's Choice,52.0
119,0,5.0,2021-07-22,Paula's Choice,52.0
120,0,4.0,2021-07-21,Paula's Choice,52.0
121,0,5.0,2021-07-21,Paula's Choice,52.0
122,0,4.0,2021-07-21,Paula's Choice,52.0
123,0,5.0,2021-07-21,Paula's Choice,52.0
124,0,5.0,2021-07-21,Paula's Choice,52.0
125,0,5.0,2021-07-20,Paula's Choice,52.0
126,0,5.0,2021-07-20,Paula's Choice,52.0
127,0,5.0,2021-07-20,Paula's Choice,52.0
128,0,5.0,2021-07-20,Paula's Choice,52.0
129,0,5.0,2021-07-19,Paula's Choice,52.0
130,0,5.0,2021-07-19,Paula's Choice,52.0
131,0,5.0,2021-07-19,Paula's Choice,52.0
132,0,5.0,2021-07-19,Paula's Choice,52.0
133,0,5.0,2021-07-19,Paula's Choice,52.0
134,0,5.0,2021-07-18,Paula's Choice,52.0
135,0,5.0,2021-07-16,Paula's Choice,52.0
136,0,5.0,2021-07-15,Paula's Choice,52.0
137,0,5.0,2021-06-07,Paula's Choice,52.0
138,1,5.0,2023-01-19,La Mer,200.0
139,1,5.0,2022-11-15,La Mer,200.0
140,1,5.0,2022-10-26,La Mer,200.0
141,1,4.0,2022-10-21,La Mer,200.0
142,1,4.0,2022-10-20,La Mer,200.0
143,1,4.0,2022-10-20,La Mer,200.0
144,1,4.0,2022-10-20,La Mer,200.0
145,1,4.0,2022-10-19,La Mer,200.0
146,1,5.0,2022-10-19,La Mer,200.0
147,1,5.0,2022-10-19,La Mer,200.0
148,1,4.0,2022-10-19,La Mer,200.0
149,1,5.0,2022-10-19,La Mer,200.0
150,1,4.0,2022-10-19,La Mer,200.0
151,1,4.0,2022-10-18,La Mer,200.0
152,1,3.0,2022-10-18,La Mer,200.0
153,1,5.0,2022-10-17,La Mer,200.0
154,1,5.0,2022-10-17,La Mer,200.0
155,1,5.0,2022-10-17,La Mer,200.0
156,1,5.0,2022-10-16,La Mer,200.0
157,1,5.0,2022-10-14,La Mer,200.0
158,1,5.0,2022-10-14,La Mer,200.0
159,1,5.0,2022-10-13,La Mer,200.0
160,1,4.0,2022-10-13,La Mer,200.0
161,1,4.0,2022-10-13,La Mer,200.0
162,1,3.0,2022-10-10,La Mer,200.0
163,1,5.0,2022-10-10,La Mer,200.0
164,1,5.0,2022-10-10,La Mer,200.0
165,1,3.0,2022-10-09,La Mer,200.0
166,1,4.0,2022-10-08,La Mer,200.0
167,1,2.0,2022-10-07,La Mer,200.0
168,1,5.0,2022-10-07,La Mer,200.0
169,1,5.0,2022-10-07,La Mer,200.0
170,1,5.0,2022-10-07,La Mer,200.0
171,1,5.0,2022-10-06,La Mer,200.0
172,1,5.0,2022-10-05,La Mer,200.0
173,1,5.0,2022-10-05,La Mer,200.0
174,1,3.0,2022-10-04,La Mer,200.0
175,1,5.0,2022-10-03,La Mer,200.0
176,1,2.0,2022-10-03,La Mer,200.0
177,1,5.0,2022-10-02,La Mer,200.0
178,1,4.0,2022-10-02,La Mer,200.0
179,1,5.0,2022-06-24,La Mer,200.0
180,1,1.0,2022-05-01,La Mer,200.0
181,1,5.0,2022-03-23,La Mer,200.0
182,1,2.0,2022-03-13,La Mer,200.0
183,1,1.0,2022-03-10,La Mer,200.0
184,1,1.0,2021-07-22,La Mer,200.0
185,1,1.0,2021-05-28,La Mer,200.0
186,1,3.0,2021-05-02,La Mer,200.0
187,1,5.0,2021-04-21,La Mer,200.0
188,1,5.0,2021-02-08,La Mer,200.0
189,1,5.0,2021-01-27,La Mer,200.0
190,1,5.0,2020-12-13,La Mer,200.0
191,1,2.0,2020-10-01,La Mer,200.0
192,1,3.0,2020-09-24,La Mer,200.0
193,1,3.0,2020-09-10,La Mer,200.0
194,1,4.0,2020-08-16,La Mer,200.0
195,1,5.0,2020-07-28,La Mer,200.0
196,1,5.0,2020-06-15,La Mer,200.0
197,1,1.0,2020-05-05,La Mer,200.0
198,1,5.0,2020-04-29,La Mer,200.0
199,1,1.0,2020-04-29,La Mer,200.0
200,1,5.0,2020-04-22,La Mer,200.0
201,1,1.0,2020-04-16,La Mer,200.0
202,1,1.0,2020-04-16,La Mer,200.0
203,1,5.0,2020-04-15,La Mer,200.0
204,1,4.0,2020-03-16,La Mer,200.0
205,1,1.0,2020-01-25,La Mer,200.0
206,1,5.0,2020-01-15,La Mer,200.0
207,1,2.0,2019-12-19,La Mer,200.0
208,1,5.0,2019-11-17,La Mer,200.0
209,1,4.0,2019-11-16,La Mer,200.0
210,1,5.0,2019-11-15,La Mer,200.0
211,1,5.0,2019-11-03,La Mer,200.0
212,1,5.0,2019-09-13,La Mer,200.0
213,1,5.0,2019-08-10,La Mer,200.0
214,1,5.0,2019-07-07,La Mer,200.0
215,1,5.0,2019-05-25,La Mer,200.0
216,1,5.0,2019-04-08,La Mer,200.0
217,1,5.0,2019-03-31,La Mer,200.0
218,1,3.0,2019-03-27,La Mer,200.0
219,1,5.0,2019-03-19,La Mer,200.0
220,1,5.0,2019-02-25,La Mer,200.0
221,1,1.0,2019-02-20,La Mer,200.0
222,1,5.0,2019-02-19,La Mer,200.0
223,1,1.0,2019-01-18,La Mer,200.0
224,1,5.0,2019-01-17,La Mer,200.0
225,1,1.0,2019-01-14,La Mer,200.0
226,1,1.0,2018-12-14,La Mer,200.0
227,1,4.0,2018-11-24,La Mer,200.0
228,1,1.0,2018-11-16,La Mer,200.0
229,1,1.0,2018-10-26,La Mer,200.0
230,1,4.0,2018-10-15,La Mer,200.0
231,1,5.0,2018-09-15,La Mer,200.0
232,1,1.0,2018-09-11,La Mer,200.0
233,1,2.0,2018-09-10,La Mer,200.0
234,1,4.0,2018-09-02,La Mer,200.0
235,1,5.0,2018-08-25,La Mer,200.0
236,1,1.0,2018-08-24,La Mer,200.0
237,1,1.0,2018-07-13,La Mer,200.0
238,1,5.0,2018-07-13,La Mer,200.0
239,1,1.0,2018-07-04,La Mer,200.0
240,1,4.0,2018-07-02,La Mer,200.0
241,1,5.0,2018-07-01,La Mer,200.0
242,1,1.0,2018-06-29,La Mer,200.0
243,1,5.0,2018-06-27,La Mer,200.0
244,1,1.0,2018-06-26,La Mer,200.0
245,1,2.0,2018-06-24,La Mer,200.0
246,1,5.0,2018-06-24,La Mer,200.0
247,1,5.0,2018-06-23,La Mer,200.0
248,1,5.0,2018-06-23,La Mer,200.0
249,1,5.0,2018-06-22,La Mer,200.0
250,1,4.0,2018-06-20,La Mer,200.0
251,1,5.0,2018-05-18,La Mer,200.0
252,1,1.0,2018-05-12,La Mer,200.0
253,1,5.0,2018-05-09,La Mer,200.0
254,1,5.0,2018-05-06,La Mer,200.0
255,1,1.0,2018-05-06,La Mer,200.0
256,1,5.0,2018-04-25,La Mer,200.0
257,1,1.0,2018-04-20,La Mer,200.0
258,1,5.0,2018-04-15,La Mer,200.0
259,1,4.0,2018-04-13,La Mer,200.0
260,1,4.0,2018-04-10,La Mer,200.0
261,1,4.0,2018-04-07,La Mer,200.0
262,1,5.0,2018-04-07,La Mer,200.0
263,1,1.0,2018-04-06,La Mer,200.0
264,1,5.0,2018-04-05,La Mer,200.0
265,1,2.0,2018-03-24,La Mer,200.0
266,1,4.0,2018-03-23,La Mer,200.0
267,1,1.0,2018-03-14,La Mer,200.0
268,1,1.0,2018-03-14,La Mer,200.0
269,1,1.0,2018-03-04,La Mer,200.0
270,1,5.0,2018-02-26,La Mer,200.0
271,1,5.0,2018-02-20,La Mer,200.0
272,1,4.0,2018-02-19,La Mer,200.0
273,1,1.0,2018-02-18,La Mer,200.0
274,1,5.0,2018-02-17,La Mer,200.0
275,2,1.0,2023-01-24,Dr. Zenovia Skincare,48.0
276,2,4.0,2022-11-16,Dr. Zenovia Skincare,48.0
277,2,3.0,2022-11-15,Dr. Zenovia Skincare,48.0
278,2,5.0,2022-11-04,Dr. Zenovia Skincare,48.0
279,2,5.0,2022-11-01,Dr. Zenovia Skincare,48.0
280,2,5.0,2022-10-28,Dr. Zenovia Skincare,48.0
281,2,5.0,2022-10-21,Dr. Zenovia Skincare,48.0
282,2,5.0,2022-10-20,Dr. Zenovia Skincare,48.0
283,2,4.0,2022-10-18,Dr. Zenovia Skincare,48.0
284,2,5.0,2022-10-13,Dr. Zenovia Skincare,48.0
285,2,5.0,2022-09-30,Dr. Zenovia Skincare,48.0
286,2,4.0,2022-09-09,Dr. Zenovia Skincare,48.0
287,2,4.0,2022-08-28,Dr. Zenovia Skincare,48.0
288,2,5.0,2022-08-26,Dr. Zenovia Skincare,48.0
289,2,3.0,2022-08-20,Dr. Zenovia Skincare,48.0
290,2,4.0,2022-08-19,Dr. Zenovia Skincare,48.0
291,2,4.0,2022-08-16,Dr. Zenovia Skincare,48.0
292,2,1.0,2022-08-15,Dr. Zenovia Skincare,48.0
293,2,5.0,2022-08-14,Dr. Zenovia Skincare,48.0
294,2,2.0,2022-08-13,Dr. Zenovia Skincare,48.0
295,2,2.0,2022-08-12,Dr. Zenovia Skincare,48.0
296,2,5.0,2022-08-07,Dr. Zenovia Skincare,48.0
297,2,3.0,2022-08-05,Dr. Zenovia Skincare,48.0
298,2,5.0,2022-07-21,Dr. Zenovia Skincare,48.0
299,2,4.0,2022-07-14,Dr. Zenovia Skincare,48.0
300,2,4.0,2022-07-13,Dr. Zenovia Skincare,48.0
301,2,3.0,2022-06-30,Dr. Zenovia Skincare,48.0
302,2,5.0,2022-06-30,Dr. Zenovia Skincare,48.0
303,2,5.0,2022-06-30,Dr. Zenovia Skincare,48.0
304,2,5.0,2022-06-30,Dr. Zenovia Skincare,48.0
305,2,5.0,2022-06-29,Dr. Zenovia Skincare,48.0
306,2,4.0,2022-06-28,Dr. Zenovia Skincare,48.0
307,2,5.0,2022-06-23,Dr. Zenovia Skincare,48.0
308,2,4.0,2022-06-23,Dr. Zenovia Skincare,48.0
309,2,5.0,2022-06-23,Dr. Zenovia Skincare,48.0
310,2,5.0,2022-06-23,Dr. Zenovia Skincare,48.0
311,2,4.0,2022-06-23,Dr. Zenovia Skincare,48.0
312,2,5.0,2022-06-23,Dr. Zenovia Skincare,48.0
313,2,5.0,2022-06-23,Dr. Zenovia Skincare,48.0
314,2,4.0,2022-06-22,Dr. Zenovia Skincare,48.0
315,2,3.0,2022-06-22,Dr. Zenovia Skincare,48.0
316,2,3.0,2022-06-22,Dr. Zenovia Skincare,48.0
317,2,4.0,2022-06-21,Dr. Zenovia Skincare,48.0
318,2,2.0,2022-06-21,Dr. Zenovia Skincare,48.0
319,2,4.0,2022-06-21,Dr. Zenovia Skincare,48.0
320,2,4.0,2022-06-21,Dr. Zenovia Skincare,48.0
321,2,3.0,2022-06-21,Dr. Zenovia Skincare,48.0
322,2,5.0,2022-06-21,Dr. Zenovia Skincare,48.0
323,2,4.0,2022-06-20,Dr. Zenovia Skincare,48.0
324,2,5.0,2022-06-20,Dr. Zenovia Skincare,48.0
325,2,4.0,2022-06-19,Dr. Zenovia Skincare,48.0
326,2,4.0,2022-06-19,Dr. Zenovia Skincare,48.0
327,2,5.0,2022-06-17,Dr. Zenovia Skincare,48.0
328,2,5.0,2022-06-16,Dr. Zenovia Skincare,48.0
329,2,4.0,2022-06-16,Dr. Zenovia Skincare,48.0
330,2,4.0,2022-06-16,Dr. Zenovia Skincare,48.0
331,2,5.0,2022-06-16,Dr. Zenovia Skincare,48.0
332,2,4.0,2022-06-16,Dr. Zenovia Skincare,48.0
333,2,4.0,2022-06-15,Dr. Zenovia Skincare,48.0
334,2,5.0,2022-06-14,Dr. Zenovia Skincare,48.0
335,2,5.0,2022-06-14,Dr. Zenovia Skincare,48.0
336,2,4.0,2022-06-14,Dr. Zenovia Skincare,48.0
337,2,4.0,2022-06-13,Dr. Zenovia Skincare,48.0
338,2,5.0,2022-06-12,Dr. Zenovia Skincare,48.0
339,2,3.0,2022-06-11,Dr. Zenovia Skincare,48.0
340,2,5.0,2022-06-10,Dr. Zenovia Skincare,48.0
341,2,5.0,2022-06-10,Dr. Zenovia Skincare,48.0
342,2,3.0,2022-06-08,Dr. Zenovia Skincare,48.0
343,2,5.0,2022-06-08,Dr. Zenovia Skincare,48.0
344,2,3.0,2022-06-07,Dr. Zenovia Skincare,48.0
345,2,3.0,2022-06-07,Dr. Zenovia Skincare,48.0
346,2,5.0,2022-06-07,Dr. Zenovia Skincare,48.0
347,2,3.0,2022-06-06,Dr. Zenovia Skincare,48.0
348,2,3.0,2022-06-06,Dr. Zenovia Skincare,48.0
349,2,4.0,2022-06-06,Dr. Zenovia Skincare,48.0
350,2,3.0,2022-06-05,Dr. Zenovia Skincare,48.0
351,2,5.0,2022-06-05,Dr. Zenovia Skincare,48.0
352,2,5.0,2022-06-05,Dr. Zenovia Skincare,48.0
353,2,4.0,2022-06-04,Dr. Zenovia Skincare,48.0
354,2,5.0,2022-06-03,Dr. Zenovia Skincare,48.0
355,2,3.0,2022-06-03,Dr. Zenovia Skincare,48.0
356,2,5.0,2022-06-03,Dr. Zenovia Skincare,48.0
357,2,5.0,2022-06-01,Dr. Zenovia Skincare,48.0
358,2,5.0,2022-05-31,Dr. Zenovia Skincare,48.0
359,2,5.0,2022-05-30,Dr. Zenovia Skincare,48.0
360,2,5.0,2022-05-26,Dr. Zenovia Skincare,48.0
361,2,5.0,2022-05-25,Dr. Zenovia Skincare,48.0
362,2,4.0,2022-05-25,Dr. Zenovia Skincare,48.0
363,2,4.0,2022-05-24,Dr. Zenovia Skincare,48.0
364,2,5.0,2022-05-23,Dr. Zenovia Skincare,48.0
365,2,4.0,2022-05-21,Dr. Zenovia Skincare,48.0
366,2,4.0,2022-05-21,Dr. Zenovia Skincare,48.0
367,2,5.0,2022-05-21,Dr. Zenovia Skincare,48.0
368,2,4.0,2022-05-20,Dr. Zenovia Skincare,48.0
369,2,4.0,2022-05-20,Dr. Zenovia Skincare,48.0
370,2,5.0,2022-05-20,Dr. Zenovia Skincare,48.0
371,2,4.0,2022-05-20,Dr. Zenovia Skincare,48.0
372,2,4.0,2022-05-20,Dr. Zenovia Skincare,48.0
373,2,5.0,2022-05-19,Dr. Zenovia Skincare,48.0
374,2,5.0,2022-05-19,Dr. Zenovia Skincare,48.0
375,2,5.0,2022-05-19,Dr. Zenovia Skincare,48.0
376,2,5.0,2022-05-19,Dr. Zenovia Skincare,48.0
377,2,5.0,2022-05-18,Dr. Zenovia Skincare,48.0
378,2,3.0,2022-05-18,Dr. Zenovia Skincare,48.0
379,2,5.0,2022-05-16,Dr. Zenovia Skincare,48.0
380,2,3.0,2022-05-15,Dr. Zenovia Skincare,48.0
381,2,5.0,2022-05-14,Dr. Zenovia Skincare,48.0
382,2,5.0,2022-05-13,Dr. Zenovia Skincare,48.0
383,2,4.0,2022-05-12,Dr. Zenovia Skincare,48.0
384,2,5.0,2022-05-11,Dr. Zenovia Skincare,48.0
385,2,5.0,2022-05-09,Dr. Zenovia Skincare,48.0
386,2,5.0,2022-05-09,Dr. Zenovia Skincare,48.0
387,2,5.0,2022-05-09,Dr. Zenovia Skincare,48.0
388,2,5.0,2022-05-08,Dr. Zenovia Skincare,48.0
389,2,5.0,2022-05-07,Dr. Zenovia Skincare,48.0
390,2,5.0,2022-05-07,Dr. Zenovia Skincare,48.0
391,2,5.0,2022-05-07,Dr. Zenovia Skincare,48.0
392,2,5.0,2022-05-06,Dr. Zenovia Skincare,48.0
393,2,5.0,2022-05-06,Dr. Zenovia Skincare,48.0
394,2,4.0,2022-05-06,Dr. Zenovia Skincare,48.0
395,2,5.0,2022-05-06,Dr. Zenovia Skincare,48.0
396,2,5.0,2022-05-06,Dr. Zenovia Skincare,48.0
397,2,5.0,2022-05-05,Dr. Zenovia Skincare,48.0
398,2,5.0,2022-05-05,Dr. Zenovia Skincare,48.0
399,2,3.0,2022-05-05,Dr. Zenovia Skincare,48.0
400,2,5.0,2022-05-05,Dr. Zenovia Skincare,48.0
401,2,4.0,2022-05-05,Dr. Zenovia Skincare,48.0
402,2,4.0,2022-05-05,Dr. Zenovia Skincare,48.0
403,2,4.0,2022-05-05,Dr. Zenovia Skincare,48.0
404,2,5.0,2022-05-05,Dr. Zenovia Skincare,48.0
405,2,5.0,2022-05-04,Dr. Zenovia Skincare,48.0
406,2,5.0,2022-05-04,Dr. Zenovia Skincare,48.0
407,2,5.0,2022-05-04,Dr. Zenovia Skincare,48.0
408,2,5.0,2022-05-04,Dr. Zenovia Skincare,48.0
409,2,5.0,2022-05-04,Dr. Zenovia Skincare,48.0
410,2,5.0,2022-05-03,Dr. Zenovia Skincare,48.0
411,2,5.0,2022-05-03,Dr. Zenovia Skincare,48.0
412,3,5.0,2023-01-31,Tata Harper,130.0
413,3,4.0,2022-04-07,Tata Harper,130.0
414,3,5.0,2022-03-31,Tata Harper,130.0
415,3,5.0,2021-11-01,Tata Harper,130.0
416,3,4.0,2021-09-18,Tata Harper,130.0
417,3,4.0,2021-05-24,Tata Harper,130.0
418,3,1.0,2021-04-06,Tata Harper,130.0
419,3,4.0,2021-01-07,Tata Harper,130.0
420,3,1.0,2020-09-12,Tata Harper,130.0
421,3,5.0,2020-08-19,Tata Harper,130.0
422,3,1.0,2020-08-08,Tata Harper,130.0
423,3,1.0,2020-07-24,Tata Harper,130.0
424,3,4.0,2020-06-19,Tata Harper,130.0
425,3,3.0,2020-05-21,Tata Harper,130.0
426,3,2.0,2020-05-09,Tata Harper,130.0
427,3,1.0,2020-05-01,Tata Harper,130.0
428,3,5.0,2020-04-26,Tata Harper,130.0
429,3,2.0,2020-04-17,Tata Harper,130.0
430,3,5.0,2020-04-09,Tata Harper,130.0
431,3,1.0,2020-03-06,Tata Harper,130.0
432,3,5.0,2020-01-30,Tata Harper,130.0
433,3,5.0,2020-01-29,Tata Harper,130.0
434,3,5.0,2020-01-27,Tata Harper,130.0
435,3,2.0,2020-01-09,Tata Harper,130.0
436,3,3.0,2019-12-29,Tata Harper,130.0
437,3,1.0,2019-12-28,Tata Harper,130.0
438,3,3.0,2019-08-30,Tata Harper,130.0
439,3,5.0,2019-06-13,Tata Harper,130.0
440,3,5.0,2019-06-05,Tata Harper,130.0
441,3,5.0,2019-05-03,Tata Harper,130.0
442,3,2.0,2019-03-03,Tata Harper,130.0
443,3,3.0,2019-03-02,Tata Harper,130.0
444,3,3.0,2018-11-28,Tata Harper,130.0
445,3,5.0,2018-11-01,Tata Harper,130.0
446,3,2.0,2018-10-27,Tata Harper,130.0
447,3,4.0,2018-10-26,Tata Harper,130.0
448,3,1.0,2018-10-25,Tata Harper,130.0
449,3,2.0,2018-09-25,Tata Harper,130.0
450,3,1.0,2018-09-10,Tata Harper,130.0
451,3,5.0,2018-08-23,Tata Harper,130.0
452,3,1.0,2018-08-04,Tata Harper,130.0
453,3,5.0,2018-08-02,Tata Harper,130.0
454,3,5.0,2018-07-16,Tata Harper,130.0
455,3,5.0,2018-07-13,Tata Harper,130.0
456,3,1.0,2018-07-11,Tata Harper,130.0
457,3,4.0,2018-07-10,Tata Harper,130.0
458,3,2.0,2018-07-05,Tata Harper,130.0
459,3,1.0,2018-07-05,Tata Harper,130.0
460,3,5.0,2018-07-03,Tata Harper,130.0
461,3,3.0,2018-06-12,Tata Harper,130.0
462,3,3.0,2018-06-11,Tata Harper,130.0
463,3,3.0,2018-05-23,Tata Harper,130.0
464,3,5.0,2018-05-08,Tata Harper,130.0
465,3,4.0,2018-04-27,Tata Harper,130.0
466,3,1.0,2018-04-24,Tata Harper,130.0
467,3,2.0,2018-04-18,Tata Harper,130.0
468,3,4.0,2018-04-04,Tata Harper,130.0
469,3,5.0,2018-03-23,Tata Harper,130.0
470,3,3.0,2018-03-21,Tata Harper,130.0
471,3,5.0,2018-03-16,Tata Harper,130.0
472,3,1.0,2018-03-07,Tata Harper,130.0
473,3,1.0,2018-02-25,Tata Harper,130.0
474,3,5.0,2018-02-14,Tata Harper,130.0
475,3,5.0,2018-02-08,Tata Harper,130.0
476,3,5.0,2018-01-31,Tata Harper,130.0
477,3,5.0,2018-01-23,Tata Harper,130.0
478,3,1.0,2018-01-18,Tata Harper,130.0
479,3,4.0,2018-01-03,Tata Harper,130.0
480,3,2.0,2018-01-02,Tata Harper,130.0
481,3,1.0,2017-12-26,Tata Harper,130.0
482,3,2.0,2017-12-23,Tata Harper,130.0
483,3,5.0,2017-12-23,Tata Harper,130.0
484,3,4.0,2017-12-22,Tata Harper,130.0
485,3,4.0,2017-12-22,Tata Harper,130.0
486,3,5.0,2017-12-16,Tata Harper,130.0
487,3,3.0,2017-11-23,Tata Harper,130.0
488,3,2.0,2017-11-13,Tata Harper,130.0
489,3,2.0,2017-11-07,Tata Harper,130.0
490,3,2.0,2017-10-29,Tata Harper,130.0
491,3,5.0,2017-10-25,Tata Harper,130.0
492,3,2.0,2017-10-08,Tata Harper,130.0
493,3,5.0,2017-09-19,Tata Harper,130.0
494,3,5.0,2017-09-03,Tata Harper,130.0
495,3,4.0,2017-09-03,Tata Harper,130.0
496,3,5.0,2017-09-01,Tata Harper,130.0
497,3,3.0,2017-08-02,Tata Harper,130.0
498,3,2.0,2017-07-31,Tata Harper,130.0
499,3,1.0,2017-05-29,Tata Harper,130.0
500,3,3.0,2017-05-21,Tata Harper,130.0
501,3,2.0,2017-05-21,Tata Harper,130.0
502,3,5.0,2017-05-10,Tata Harper,130.0
503,3,1.0,2017-05-07,Tata Harper,130.0
504,3,3.0,2017-04-30,Tata Harper,130.0
