user,item,rating,feature
162,40,4.0,64
163,39,5.0,52
164,42,4.0,42
165,40,3.0,35
166,45,5.0,56
167,46,5.0,55
168,17,5.0,40
169,21,5.0,47
170,47,5.0,36
171,48,5.0,46
172,47,4.0,66
173,49,4.0,51
174,45,5.0,34
175,17,4.0,30
176,46,5.0,43
177,46,5.0,52
178,50,2.0,35
179,46,5.0,41
180,46,5.0,39
181,45,4.0,39
182,46,5.0,50
183,45,4.0,27
184,46,2.0,33
185,46,2.0,35
186,45,4.0,34
187,51,5.0,41
188,50,4.0,54
189,45,4.0,41
190,46,4.0,47
191,46,2.0,52
192,46,5.0,46
193,45,5.0,22
194,52,3.0,40
195,46,5.0,62
196,17,5.0,26
197,45,5.0,38
198,46,5.0,53
199,45,3.0,49
200,46,3.0,43
201,46,5.0,36
202,46,3.0,36
203,46,5.0,63
204,41,4.0,56
205,45,3.0,48
206,17,5.0,43
207,45,4.0,44
208,46,5.0,40
209,17,1.0,44
210,46,5.0,54
211,45,4.0,72
212,53,4.0,52
213,21,5.0,47
214,45,1.0,67
215,50,5.0,39
216,54,2.0,46
217,41,5.0,64
218,50,5.0,30
219,41,5.0,38
220,46,4.0,36
221,45,5.0,52
222,46,5.0,61
223,55,5.0,29
224,56,4.0,38
225,56,5.0,35
226,57,5.0,55
227,58,4.0,57
228,59,4.0,55
229,60,4.0,39
230,59,5.0,39
231,58,5.0,46
232,59,2.0,37
233,61,5.0,29
234,59,5.0,83
235,58,5.0,29
236,55,5.0,49
237,58,2.0,42
238,62,5.0,63
239,59,3.0,56
240,58,4.0,55
241,55,1.0,32
242,58,5.0,26
243,59,4.0,60
244,58,3.0,48
245,62,5.0,38
246,58,3.0,49
247,63,4.0,41
248,61,5.0,28
249,64,4.0,28
250,60,5.0,48
251,59,5.0,32
252,58,5.0,29
253,55,5.0,32
254,59,5.0,28
255,59,4.0,51
256,59,5.0,44
257,64,4.0,43
258,59,3.0,48
259,65,5.0,37
260,63,5.0,31
261,59,5.0,50
262,66,3.0,47
263,67,5.0,56
264,21,5.0,25
265,66,4.0,63
266,21,5.0,54
267,67,4.0,28
268,27,4.0,26
269,21,5.0,29
270,49,3.0,61
271,67,5.0,45
272,67,5.0,39
273,21,5.0,36
274,66,5.0,41
275,68,5.0,37
276,49,5.0,55
277,49,5.0,83
278,49,3.0,35
279,69,5.0,38
280,67,5.0,35
281,21,5.0,45
282,49,5.0,65
283,66,5.0,41
284,49,4.0,69
285,21,5.0,36
286,49,2.0,42
287,67,5.0,69
288,66,2.0,46
289,67,5.0,55
290,67,5.0,36
291,67,5.0,71
292,70,5.0,65
293,67,3.0,68
294,67,5.0,43
295,21,5.0,30
296,70,5.0,40
297,67,5.0,47
298,21,5.0,39
299,67,5.0,34
300,21,4.0,38
301,67,5.0,38
302,46,5.0,36
303,21,5.0,41
304,71,3.0,36
305,67,5.0,47
306,21,5.0,63
307,72,5.0,35
308,67,4.0,35
309,21,5.0,56
310,30,5.0,41
311,73,3.0,37
312,74,3.0,34
313,30,4.0,32
314,30,3.0,60
315,30,5.0,21
316,30,5.0,59
317,74,5.0,53
318,75,5.0,27
319,46,5.0,62
320,30,5.0,41
321,72,5.0,50
322,74,5.0,54
323,46,5.0,47
324,58,5.0,41
325,74,2.0,43
326,30,5.0,43
327,30,4.0,23
328,76,5.0,25
329,30,5.0,51
330,74,3.0,41
331,77,4.0,49
332,27,5.0,46
333,76,5.0,29
334,74,1.0,53
335,46,5.0,66
336,46,5.0,32
337,1,5.0,74
338,72,5.0,63
339,74,5.0,41
340,74,4.0,40
341,72,5.0,40
342,30,5.0,32
343,76,5.0,49
344,74,3.0,44
345,46,5.0,24
346,46,5.0,70
347,76,5.0,30
348,74,5.0,47
349,30,3.0,27
350,74,2.0,36
351,74,4.0,69
352,74,5.0,52
353,75,2.0,32
354,76,5.0,37
355,75,5.0,32
356,72,1.0,42
357,76,5.0,51
358,17,3.0,34
359,30,3.0,37
360,75,4.0,50
361,46,5.0,36
362,30,3.0,65
363,78,5.0,60
364,46,5.0,46
365,17,4.0,38
366,17,5.0,37
367,74,5.0,46
368,30,2.0,29
369,46,5.0,39
370,30,5.0,25
371,46,5.0,64
372,46,5.0,57
373,46,5.0,44
374,30,5.0,44
375,79,4.0,26
376,17,3.0,37
377,3,5.0,48
378,17,5.0,35
379,73,5.0,67
380,73,4.0,24
381,21,3.0,59
382,80,4.0,47
383,21,3.0,42
384,75,5.0,29
385,81,4.0,54
386,82,2.0,41
387,75,5.0,62
388,80,4.0,29
389,21,1.0,38
390,83,4.0,25
391,75,5.0,33
392,84,3.0,34
393,28,4.0,53
394,80,3.0,46
395,75,3.0,33
396,80,3.0,40
397,85,5.0,32
398,81,4.0,38
399,82,5.0,62
400,21,5.0,35
401,73,5.0,34
402,83,3.0,26
403,81,2.0,31
404,81,5.0,58
405,50,5.0,40
406,83,3.0,22
407,75,5.0,55
408,86,4.0,66
409,75,5.0,39
410,50,5.0,30
411,50,5.0,53
412,83,5.0,23
413,80,5.0,37
414,80,5.0,51
415,87,4.0,37
416,62,5.0,35
417,87,2.0,35
418,72,5.0,40
419,1,3.0,32
420,2,5.0,68
421,62,4.0,65
422,88,5.0,37
423,73,3.0,39
424,62,4.0,22
425,87,5.0,50
426,40,4.0,33
427,88,5.0,33
428,73,5.0,38
429,40,5.0,32
430,40,5.0,51
431,89,5.0,56
432,40,4.0,38
433,40,4.0,35
434,62,4.0,48
435,62,4.0,31
436,90,4.0,38
437,88,5.0,58
438,61,5.0,63
439,88,5.0,40
440,87,4.0,41
441,62,4.0,60
442,62,5.0,60
443,40,4.0,48
444,62,4.0,70
445,88,5.0,27
446,73,3.0,32
447,62,3.0,26
448,62,5.0,51
449,62,5.0,48
450,2,2.0,30
451,89,4.0,56
452,62,5.0,27
453,88,5.0,44
454,62,5.0,39
455,91,5.0,33
456,90,4.0,33
457,40,4.0,60
458,40,4.0,44
459,62,5.0,71
460,62,5.0,44
461,26,5.0,52
462,26,3.0,23
463,92,4.0,69
464,93,5.0,48
465,17,5.0,35
466,26,5.0,59
467,23,5.0,61
468,26,5.0,45
469,21,5.0,25
470,23,3.0,33
471,67,4.0,40
472,26,5.0,68
473,94,5.0,30
474,23,5.0,20
475,17,2.0,42
476,23,5.0,52
477,67,5.0,42
478,39,4.0,24
479,95,4.0,43
480,21,3.0,51
481,26,5.0,39
482,28,5.0,39
483,93,4.0,39
484,26,4.0,57
485,17,4.0,35
486,23,5.0,46
487,26,5.0,51
488,26,5.0,39
489,72,5.0,55
490,93,5.0,42
491,67,4.0,40
492,23,4.0,31
493,21,5.0,39
494,28,5.0,59
495,93,4.0,53
496,26,5.0,41
497,23,5.0,49
498,26,3.0,33
499,23,2.0,36
500,26,3.0,29
501,26,4.0,49
502,23,5.0,39
503,96,2.0,40
504,26,5.0,57
505,93,4.0,56
506,23,3.0,51
507,26,5.0,58
508,23,4.0,67
509,23,5.0,36
510,26,5.0,27
511,96,2.0,60
512,23,5.0,49
513,26,3.0,49
514,28,5.0,35
515,93,5.0,60
516,28,5.0,53
517,26,4.0,38
518,26,2.0,48
519,26,5.0,37
520,67,5.0,42
521,26,4.0,50
522,21,5.0,41
523,21,1.0,39
524,21,5.0,26
525,23,5.0,25
526,26,5.0,34
527,26,5.0,25
528,67,3.0,31
529,23,5.0,47
530,67,5.0,61
531,26,5.0,52
532,93,3.0,56
533,23,3.0,68
534,26,5.0,39
535,28,4.0,40
536,67,5.0,53
537,26,5.0,45
538,26,4.0,28
539,21,5.0,33
540,23,5.0,71
541,67,5.0,46
542,67,5.0,56
543,23,4.0,36
544,21,5.0,35
545,67,5.0,58
546,23,5.0,53
547,67,5.0,64
548,93,3.0,45
549,26,5.0,44
550,23,3.0,52
551,23,2.0,49
552,67,5.0,52
553,26,4.0,56
554,23,5.0,45
555,67,5.0,35
556,72,4.0,38
557,83,4.0,32
558,97,5.0,39
559,98,4.0,32
560,50,5.0,35
561,50,5.0,34
562,82,5.0,48
563,50,4.0,36
564,15,5.0,40
565,93,1.0,47
566,99,4.0,41
567,100,5.0,33
568,100,4.0,33
569,98,5.0,39
570,99,4.0,54
571,98,4.0,44
572,99,5.0,39
573,98,5.0,24
574,93,1.0,65
575,50,5.0,64
576,93,5.0,40
577,82,4.0,39
578,50,3.0,42
579,100,2.0,34
580,99,3.0,38
581,100,2.0,29
582,93,3.0,49
583,15,3.0,39
584,50,4.0,48
585,101,5.0,66
586,50,4.0,25
587,50,4.0,36
588,100,2.0,46
589,20,5.0,37
590,101,5.0,42
591,93,4.0,26
592,93,5.0,33
593,98,5.0,52
594,101,5.0,41
595,15,5.0,25
596,99,3.0,47
597,98,4.0,24
598,102,3.0,32
599,15,4.0,44
600,100,5.0,66
601,101,5.0,64
602,23,5.0,39
603,99,1.0,42
604,98,5.0,35
605,31,5.0,59
606,50,3.0,64
607,93,4.0,40
608,99,4.0,22
609,50,3.0,53
610,82,2.0,34
611,103,4.0,35
612,104,4.0,29
613,105,5.0,24
614,106,5.0,37
615,105,5.0,65
616,106,5.0,36
617,104,4.0,35
618,106,5.0,27
619,103,4.0,36
620,104,5.0,28
621,103,5.0,46
622,107,3.0,70
623,107,5.0,57
624,104,4.0,69
625,103,5.0,28
626,103,5.0,36
627,104,4.0,40
628,106,5.0,80
629,108,4.0,44
630,103,5.0,36
631,108,5.0,41
632,108,1.0,48
633,104,5.0,49
634,106,3.0,42
635,104,4.0,37
636,39,5.0,38
637,108,5.0,58
638,109,4.0,47
639,104,5.0,36
640,106,5.0,66
641,106,4.0,51
642,106,5.0,38
643,104,4.0,40
644,106,2.0,35
645,104,4.0,36
646,106,1.0,37
647,105,4.0,30
648,103,5.0,35
649,106,5.0,48
650,106,5.0,49
651,103,5.0,70
652,106,5.0,40
653,106,2.0,38
654,103,5.0,27
655,39,5.0,46
656,110,5.0,50
657,104,2.0,65
658,39,5.0,22
659,103,5.0,93
660,108,5.0,43
661,106,5.0,67
662,106,5.0,45
663,109,5.0,42
664,106,5.0,58
665,107,5.0,52
666,103,5.0,25
667,103,4.0,35
668,104,4.0,37
669,108,2.0,29
670,39,3.0,29
671,106,4.0,47
672,108,5.0,25
673,104,5.0,39
674,106,5.0,30
675,106,2.0,34
676,106,3.0,60
677,106,5.0,45
678,39,5.0,55
679,107,4.0,34
680,111,4.0,36
681,112,4.0,62
682,113,5.0,57
683,112,5.0,23
684,111,4.0,37
685,114,5.0,68
686,111,5.0,58
687,115,3.0,36
688,112,5.0,52
689,115,5.0,39
690,115,5.0,33
691,106,5.0,48
692,116,1.0,23
693,106,5.0,38
694,116,4.0,24
695,113,3.0,38
696,111,5.0,52
697,112,5.0,36
698,115,5.0,26
699,116,2.0,35
700,111,5.0,48
701,115,3.0,59
702,111,4.0,46
703,117,5.0,49
704,118,3.0,31
705,115,5.0,29
706,116,2.0,45
707,112,5.0,32
708,106,5.0,40
709,117,5.0,69
710,114,5.0,28
711,115,4.0,74
712,116,4.0,48
713,116,4.0,35
714,111,5.0,50
715,115,5.0,38
716,111,5.0,42
717,115,5.0,45
718,115,5.0,38
719,113,5.0,51
720,115,5.0,38
721,111,5.0,46
722,113,5.0,30
723,111,5.0,45
724,119,5.0,31
725,111,5.0,36
726,111,4.0,49
727,112,4.0,39
728,115,5.0,48
729,112,3.0,55
730,112,5.0,36
731,111,4.0,25
732,116,5.0,47
733,111,5.0,41
734,116,4.0,38
735,118,3.0,29
736,115,5.0,34
737,111,5.0,33
738,117,3.0,66
739,112,5.0,29
740,115,5.0,44
741,111,4.0,47
742,111,4.0,39
743,112,4.0,44
744,115,3.0,40
745,115,1.0,39
746,111,4.0,50
747,117,5.0,52
748,111,3.0,54
749,111,5.0,34
750,115,5.0,60
751,115,5.0,22
752,112,5.0,58
753,112,4.0,55
754,112,3.0,62
755,112,2.0,43
756,111,5.0,26
757,111,5.0,37
758,115,3.0,32
759,119,5.0,33
760,115,5.0,43
761,111,5.0,44
762,115,3.0,37
763,115,3.0,49
764,112,4.0,34
765,114,5.0,40
766,114,4.0,42
767,112,3.0,36
768,115,2.0,46
769,115,1.0,32
770,116,4.0,24
771,112,4.0,44
772,114,5.0,33
773,112,2.0,38
774,116,5.0,42
775,116,2.0,35
776,113,5.0,52
777,46,5.0,38
778,46,5.0,25
779,46,5.0,56
780,31,2.0,56
781,46,5.0,23
782,120,1.0,53
783,46,3.0,47
784,26,4.0,45
785,120,5.0,33
786,46,4.0,56
787,121,3.0,43
788,26,5.0,49
789,26,4.0,36
790,46,3.0,58
791,31,5.0,35
792,121,4.0,66
793,120,1.0,43
794,93,3.0,42
795,93,5.0,43
796,93,5.0,54
797,26,5.0,36
798,93,4.0,43
799,31,5.0,68
800,46,4.0,60
801,26,5.0,32
802,93,5.0,55
803,46,5.0,39
804,46,5.0,60
805,93,4.0,42
806,46,2.0,50
807,111,2.0,23
808,111,3.0,39
809,111,5.0,32
810,111,5.0,56
811,23,5.0,61
812,73,5.0,34
813,46,3.0,48
814,111,2.0,34
815,46,3.0,42
816,122,4.0,49
817,111,4.0,29
818,111,2.0,43
819,111,3.0,63
820,123,5.0,34
821,111,4.0,60
822,23,5.0,39
823,15,4.0,39
824,111,5.0,32
825,111,2.0,39
826,46,3.0,54
827,46,4.0,71
828,111,3.0,46
829,46,2.0,30
830,46,2.0,59
831,73,3.0,26
832,111,5.0,46
833,46,4.0,31
834,49,4.0,46
835,46,2.0,35
836,111,2.0,61
837,111,4.0,34
838,111,2.0,55
839,73,5.0,36
840,23,5.0,46
841,46,4.0,49
842,124,3.0,28
843,124,5.0,74
844,111,4.0,37
845,125,5.0,38
846,23,5.0,82
847,15,1.0,49
848,111,4.0,41
849,111,5.0,35
850,111,5.0,23
851,111,5.0,37
852,23,5.0,41
853,23,5.0,56
854,23,5.0,42
855,46,5.0,30
856,111,4.0,52
857,126,5.0,43
858,46,3.0,29
859,111,5.0,27
860,111,5.0,26
861,73,5.0,28
862,124,3.0,45
863,111,5.0,29
864,23,4.0,47
865,46,5.0,28
866,15,2.0,38
867,46,5.0,64
868,124,4.0,64
869,111,5.0,52
870,124,5.0,52
871,57,4.0,72
872,60,5.0,43
873,20,2.0,39
874,127,2.0,29
875,28,3.0,47
876,128,4.0,28
877,28,5.0,51
878,75,5.0,35
879,60,5.0,66
880,28,2.0,50
881,129,5.0,37
882,127,4.0,36
883,127,2.0,43
884,60,5.0,42
885,130,4.0,60
886,83,4.0,44
887,127,2.0,63
888,60,5.0,26
889,28,1.0,42
890,131,5.0,48
891,57,5.0,34
892,132,5.0,32
893,133,5.0,30
894,134,5.0,43
895,134,3.0,59
896,34,5.0,36
897,39,4.0,66
898,134,4.0,39
899,58,4.0,48
900,39,5.0,52
901,56,1.0,30
902,135,3.0,40
903,34,3.0,48
904,58,3.0,53
905,39,5.0,29
906,136,5.0,46
907,39,5.0,46
908,17,5.0,40
909,39,4.0,44
910,134,5.0,56
911,56,5.0,69
912,137,5.0,47
913,58,5.0,21
914,138,2.0,47
915,39,3.0,67
916,34,5.0,66
917,17,5.0,51
918,58,5.0,35
919,39,5.0,41
920,58,4.0,46
921,58,5.0,43
922,39,5.0,43
923,34,5.0,36
924,139,5.0,41
925,1,5.0,55
926,39,5.0,52
927,39,3.0,50
928,134,5.0,77
929,134,5.0,39
930,58,4.0,57
931,17,5.0,65
932,136,5.0,44
933,58,5.0,45
934,58,3.0,60
935,58,5.0,35
936,140,5.0,46
937,50,3.0,27
938,75,4.0,30
939,141,5.0,20
940,75,5.0,51
941,50,5.0,35
942,50,2.0,46
943,142,4.0,35
944,50,5.0,41
945,50,3.0,39
946,142,4.0,40
947,143,5.0,27
948,142,2.0,40
949,75,4.0,36
950,50,4.0,35
951,144,5.0,25
952,141,4.0,37
953,142,4.0,29
954,50,5.0,44
955,75,3.0,31
956,50,5.0,54
957,75,5.0,31
958,75,5.0,82
959,145,5.0,39
960,146,4.0,39
961,11,5.0,28
962,142,4.0,38
963,141,2.0,37
964,142,4.0,41
965,143,3.0,36
966,75,5.0,55
967,140,3.0,43
968,75,5.0,32
969,49,5.0,55
970,50,5.0,54
971,75,5.0,58
972,50,1.0,67
973,141,5.0,47
974,75,5.0,31
975,50,5.0,36
976,142,5.0,48
977,75,4.0,21
978,50,5.0,29
979,142,5.0,50
980,50,3.0,36
981,75,5.0,41
982,50,5.0,41
983,75,5.0,34
984,50,5.0,41
985,66,5.0,33
986,147,5.0,66
987,141,4.0,45
988,75,5.0,31
989,75,5.0,68
990,75,5.0,65
991,141,5.0,51
992,66,3.0,69
993,50,3.0,48
994,75,3.0,41
995,140,5.0,70
996,75,5.0,37
997,75,5.0,36
998,148,5.0,29
999,75,5.0,34
1000,142,5.0,48
1001,141,5.0,63
1002,141,4.0,49
1003,75,3.0,35
1004,50,5.0,30
1005,75,4.0,35
1006,75,5.0,83
1007,140,5.0,67
1008,50,5.0,39
1009,75,5.0,39
1010,75,5.0,71
1011,140,5.0,34
1012,50,5.0,37
1013,75,3.0,59
1014,75,5.0,40
1015,50,5.0,27
1016,75,3.0,28
1017,145,5.0,44
1018,75,5.0,47
1019,75,5.0,42
1020,75,5.0,31
1021,49,4.0,26
1022,148,1.0,59
1023,75,5.0,33
1024,11,4.0,47
1025,50,5.0,46
1026,75,5.0,24
1027,140,2.0,34
1028,87,4.0,53
1029,11,5.0,38
1030,11,5.0,35
1031,11,5.0,58
1032,149,3.0,33
1033,11,5.0,67
1034,113,5.0,32
1035,113,5.0,59
1036,149,5.0,82
1037,87,5.0,46
1038,113,5.0,34
1039,150,5.0,25
1040,87,5.0,35
1041,11,5.0,42
1042,11,5.0,35
1043,149,4.0,41
1044,151,4.0,53
1045,11,5.0,30
1046,11,2.0,43
1047,113,2.0,50
1048,113,5.0,23
1049,11,5.0,52
1050,11,5.0,38
1051,11,4.0,66
1052,113,1.0,69
1053,11,4.0,40
1054,113,3.0,48
1055,151,5.0,40
1056,151,4.0,39
1057,113,3.0,71
1058,113,5.0,42
1059,11,5.0,57
1060,87,4.0,54
1061,149,2.0,46
1062,11,5.0,23
1063,11,2.0,44
1064,11,5.0,45
1065,151,5.0,22
1066,151,5.0,35
1067,113,5.0,52
1068,152,5.0,50
1069,153,4.0,48
1070,40,4.0,41
1071,57,5.0,53
1072,152,2.0,57
1073,72,5.0,20
1074,154,5.0,30
1075,152,4.0,42
1076,50,5.0,53
1077,72,3.0,26
1078,153,2.0,39
1079,46,5.0,47
1080,72,5.0,46
1081,46,5.0,33
1082,155,4.0,58
1083,152,5.0,49
1084,152,4.0,52
1085,49,4.0,55
1086,72,5.0,27
1087,40,4.0,46
1088,152,5.0,41
1089,40,2.0,26
1090,40,4.0,40
1091,49,3.0,29
1092,72,5.0,72
1093,49,3.0,56
1094,153,4.0,23
1095,40,3.0,66
1096,57,5.0,31
1097,46,5.0,48
1098,72,1.0,54
1099,57,2.0,63
1100,152,5.0,32
1101,152,4.0,77
1102,40,5.0,40
1103,72,5.0,28
1104,57,4.0,39
1105,156,1.0,43
1106,57,3.0,37
1107,72,5.0,44
1108,57,5.0,52
1109,72,5.0,33
1110,157,4.0,53
1111,158,3.0,65
1112,45,3.0,62
1113,158,5.0,45
1114,45,1.0,47
1115,158,5.0,42
1116,159,4.0,38
1117,72,3.0,40
1118,158,4.0,39
1119,73,2.0,49
1120,73,4.0,51
1121,160,1.0,31
1122,133,3.0,41
1123,73,5.0,52
1124,100,5.0,64
1125,161,5.0,39
1126,133,5.0,53
1127,160,5.0,48
1128,160,5.0,64
1129,133,5.0,48
1130,133,5.0,39
1131,162,3.0,33
1132,73,4.0,68
1133,160,3.0,36
1134,161,4.0,62
1135,158,2.0,42
1136,158,5.0,37
1137,133,5.0,51
1138,72,5.0,38
1139,45,3.0,59
1140,73,3.0,56
1141,158,2.0,63
1142,73,3.0,48
1143,133,2.0,32
1144,163,5.0,49
1145,133,5.0,62
1146,160,5.0,33
1147,164,3.0,46
1148,133,4.0,38
1149,158,3.0,35
1150,133,5.0,35
1151,133,4.0,26
1152,165,4.0,31
1153,15,5.0,55
1154,166,5.0,45
1155,15,5.0,58
1156,50,3.0,39
1157,15,5.0,46
1158,116,5.0,59
1159,167,1.0,32
1160,168,5.0,40
1161,52,4.0,68
1162,166,5.0,68
1163,15,4.0,48
1164,15,4.0,62
1165,116,5.0,53
1166,29,5.0,28
1167,15,3.0,41
1168,15,5.0,38
1169,15,5.0,46
1170,165,4.0,49
1171,15,5.0,56
1172,15,4.0,37
1173,116,5.0,23
1174,15,3.0,38
1175,167,2.0,28
1176,31,3.0,29
1177,50,4.0,53
1178,169,5.0,39
1179,169,4.0,39
1180,29,5.0,31
1181,31,3.0,43
1182,15,3.0,21
1183,52,4.0,54
1184,15,5.0,55
1185,15,3.0,63
1186,15,4.0,66
1187,15,3.0,27
1188,15,5.0,85
1189,15,5.0,64
1190,31,4.0,48
1191,50,2.0,33
1192,29,2.0,53
1193,168,4.0,43
1194,15,5.0,26
1195,168,5.0,58
1196,116,3.0,38
1197,50,3.0,50
1198,15,5.0,52
1199,168,5.0,80
1200,168,5.0,37
1201,15,5.0,53
1202,31,5.0,62
1203,146,5.0,38
1204,15,5.0,59
1205,50,2.0,29
1206,165,5.0,39
1207,31,4.0,36
1208,116,5.0,27
1209,50,5.0,72
1210,15,5.0,32
1211,15,5.0,30
1212,49,5.0,34
1213,50,5.0,42
1214,50,3.0,52
1215,6,3.0,50
1216,139,5.0,44
1217,6,5.0,37
1218,26,5.0,30
1219,26,5.0,44
1220,26,5.0,59
1221,26,3.0,35
1222,170,5.0,57
1223,49,2.0,43
1224,139,5.0,40
1225,6,5.0,42
1226,49,5.0,59
1227,6,4.0,31
1228,26,5.0,62
1229,26,3.0,23
1230,139,5.0,38
1231,127,5.0,38
1232,26,4.0,20
1233,6,3.0,46
1234,26,5.0,33
1235,6,2.0,37
1236,50,5.0,60
1237,26,5.0,37
1238,26,3.0,60
1239,26,4.0,34
1240,100,1.0,46
1241,26,5.0,50
1242,50,5.0,44
1243,171,5.0,63
1244,171,5.0,61
1245,26,4.0,55
1246,26,4.0,29
1247,26,5.0,51
1248,26,5.0,46
1249,6,5.0,41
1250,26,5.0,59
1251,170,4.0,39
1252,26,4.0,28
1253,26,5.0,52
1254,26,4.0,49
1255,50,5.0,35
1256,49,5.0,41
1257,26,2.0,36
1258,26,3.0,73
1259,6,5.0,32
1260,26,5.0,59
1261,171,5.0,60
1262,6,4.0,20
1263,6,3.0,47
1264,26,5.0,40
1265,6,2.0,63
1266,6,5.0,26
1267,6,2.0,27
1268,26,5.0,41
1269,26,5.0,47
1270,26,5.0,21
1271,26,5.0,54
1272,26,3.0,33
1273,26,2.0,34
1274,6,4.0,45
1275,26,4.0,34
1276,26,5.0,37
1277,26,5.0,49
1278,26,5.0,59
1279,26,2.0,32
1280,170,5.0,48
1281,100,5.0,50
1282,49,4.0,38
1283,26,4.0,33
1284,6,3.0,43
1285,171,5.0,37
1286,100,5.0,37
1287,6,5.0,23
1288,26,2.0,39
1289,26,3.0,34
1290,6,5.0,35
1291,26,4.0,61
1292,113,4.0,60
1293,26,4.0,36
1294,6,5.0,29
1295,100,4.0,42
1296,6,4.0,56
1297,6,4.0,34
1298,6,5.0,55
1299,49,5.0,42
1300,26,2.0,65
1301,139,5.0,35
1302,6,5.0,35
1303,6,2.0,38
1304,26,5.0,51
1305,100,5.0,40
1306,26,2.0,48
1307,170,5.0,45
1308,6,5.0,35
1309,49,5.0,41
1310,100,5.0,65
1311,170,5.0,54
1312,26,5.0,41
1313,113,5.0,43
1314,6,4.0,32
1315,30,4.0,33
1316,30,2.0,35
1317,30,4.0,47
1318,30,3.0,59
1319,30,5.0,31
1320,172,5.0,44
1321,30,5.0,35
1322,173,4.0,31
1323,172,5.0,44
1324,30,5.0,34
1325,173,5.0,33
1326,173,3.0,51
1327,1,3.0,49
1328,172,5.0,53
1329,30,4.0,51
1330,30,5.0,39
1331,30,2.0,48
1332,30,4.0,26
1333,30,5.0,25
1334,30,2.0,31
1335,12,2.0,23
1336,30,5.0,36
1337,133,5.0,56
1338,174,5.0,48
1339,146,1.0,40
1340,52,4.0,42
1341,52,1.0,37
1342,175,4.0,42
1343,176,5.0,27
1344,174,4.0,71
1345,26,5.0,25
1346,133,3.0,38
1347,177,2.0,48
1348,52,3.0,25
1349,174,4.0,28
1350,52,5.0,56
1351,133,3.0,46
1352,52,5.0,50
1353,52,3.0,61
1354,146,5.0,42
1355,177,2.0,40
1356,26,2.0,40
1357,46,4.0,52
1358,26,1.0,33
1359,46,2.0,32
1360,34,5.0,47
