user,item,rating,timestamp,feature
89,97,4.6,2017,34.5
39,98,4.6,2007,282.65
87,36,4.6,2017,259.9
70,2,4.6,1961,1099.28
22,99,4.6,2016,35.0
53,100,4.6,2016,269.95
28,101,4.6,2014,27.2693427
45,9,4.6,2018,1250.0
79,102,4.6,2016,52.95
60,103,4.6,2018,114.95
7,104,4.6,N.V.,89.9
67,18,4.6,1979,195.0
67,105,4.6,2015,29.35
27,106,4.6,2014,79.9
60,107,4.6,2016,53.95
16,108,4.6,2018,26.2
0,36,4.6,2016,270.44
95,109,4.6,2009,187.5
87,110,4.6,1954,210.0
43,82,4.6,2016,85.63
71,1,4.6,2017,304.54
96,111,4.6,2020,34.3
5,88,4.6,2003,993.28
88,86,4.6,2017,85.95
82,112,4.6,2020,12.0
46,31,4.6,2015,249.9
97,3,4.6,1982,1238.43
38,60,4.6,2002,128.0
26,113,4.6,2011,135.5
40,34,4.6,2017,43.1
26,70,4.6,2017,85.0
4,114,4.6,1986,123.0
29,115,4.6,2012,106.35
94,89,4.6,1962,207.0
89,116,4.6,2016,75.95
2,95,4.6,2015,185.3
43,117,4.6,2016,205.95
42,118,4.6,2016,40.45
27,119,4.6,2017,176.89
85,120,4.6,2013,79.9
81,121,4.6,2011,79.0
81,122,4.6,2013,195.27
66,123,4.6,2017,58.9
15,11,4.6,2014,1660.0
34,115,4.6,2013,111.9
51,105,4.6,2017,29.95
83,124,4.6,2010,129.9
48,125,4.6,2017,69.95
24,126,4.6,2016,299.0
50,16,4.6,2010,3119.08
95,127,4.6,2013,99.95
15,128,4.6,2016,41.69
43,98,4.6,2004,374.35
12,71,4.6,2017,46.45
78,11,4.6,2011,2750.0
34,129,4.6,2016,42.5
80,130,4.6,2012,95.0
77,131,4.6,N.V.,197.3
82,132,4.6,2004,130.0
47,10,4.6,1968,181.5
59,54,4.5,2013,73.0
25,54,4.5,2014,56.27
66,133,4.5,2014,69.0
86,0,4.5,2018,45.0
11,54,4.5,2015,75.0
37,133,4.5,2015,69.8
26,0,4.5,2017,121.936825872994
37,55,4.5,2016,78.65
8,17,4.5,2005,125.0
39,53,4.5,2009,229.0
38,133,4.5,2016,40.41
66,56,4.5,2016,101.94
98,55,4.5,2015,172.5
56,134,4.5,2015,33.2
88,56,4.5,2014,125.0
10,56,4.5,2010,125.0
77,56,4.5,2015,125.0
44,134,4.5,2016,31.75
59,134,4.5,2017,39.5
25,55,4.5,2011,64.0
76,0,4.5,2019,33.8
44,125,4.5,2014,58.95
69,0,4.5,2018,33.25
43,134,4.5,2018,61.8491765262698
92,135,4.5,2017,44.27
89,136,4.5,2015,45.9
98,18,4.5,2003,239.2
84,125,4.5,2015,68.9
92,137,4.5,2018,32.85
63,136,4.5,2014,40.95
25,56,4.5,2017,110.0
16,138,4.5,2014,51.0
27,17,4.5,2004,290.7
32,137,4.5,2019,37.7
95,88,4.5,2015,146.95
92,139,4.5,N.V.,68.9
64,125,4.5,2016,64.0
74,30,4.5,2010,168.0
2,21,4.5,2011,173.95
78,88,4.5,2017,65.0
62,59,4.5,2014,67.6
62,136,4.5,2016,42.95
55,17,4.5,1995,127.23
48,134,4.5,2019,47.3
28,140,4.5,2015,169.4
99,141,4.5,2017,34.8
51,142,4.5,2017,55.35
24,61,4.5,2016,75.95
79,143,4.5,2011,48.7
78,78,4.5,2012,118.89
77,144,4.5,2005,92.8716274104906
20,18,4.5,1996,290.4
88,145,4.5,2017,31.8
37,17,4.5,2010,149.5
62,146,4.5,2018,35.85
3,61,4.5,2015,82.95
5,143,4.5,2012,59.0
61,147,4.5,2015,42.75
66,35,4.5,2016,175.57
82,88,4.5,2018,61.64
91,148,4.5,2017,30.7
10,66,4.5,2017,56.5
40,30,4.5,2013,207.11
23,78,4.5,2011,110.5
53,149,4.5,1995,170.0
23,150,4.5,2015,107.9
81,71,4.5,2011,69.9
62,58,4.5,2017,49.5
75,150,4.5,2014,176.98
7,86,4.5,2012,90.0
98,151,4.5,2014,65.0
33,78,4.5,2006,95.0
13,0,4.5,2009,39.0
17,140,4.5,2016,174.91
48,18,4.5,1987,312.0
15,61,4.5,2017,40.9
24,152,4.5,2015,77.5
3,153,4.5,2015,80.98
70,92,4.5,2017,64.5
85,56,4.5,2019,118.5
31,154,4.5,2015,64.0
21,88,4.5,2003,95.0
7,155,4.5,2009,125.97
16,156,4.5,2017,26.5
20,107,4.5,2015,54.01
87,50,4.5,2014,104.9
2,157,4.5,2015,170.5
37,14,4.5,2014,315.0
31,158,4.5,2019,34.9
96,81,4.5,2015,51.5
77,159,4.5,N.V.,112.26
52,160,4.5,2016,71.85
16,137,4.5,2020,38.9
15,133,4.5,2017,54.09
65,161,4.5,2017,67.9
82,60,4.5,2016,80.95
91,162,4.5,N.V.,114.5
55,163,4.5,2018,50.34
58,71,4.5,2014,57.96
0,164,4.5,2016,73.62
60,73,4.5,2016,144.78
87,38,4.5,2005,90.0
25,86,4.5,2015,89.95
17,50,4.5,2015,92.8
34,165,4.5,2013,48.9
93,50,4.5,2016,70.55
13,38,4.5,2006,110.0
5,37,4.5,2009,139.3
55,86,4.5,2014,75.0
86,166,4.5,2015,57.0
2,1,4.5,2013,253.47
86,167,4.5,2017,49.95
65,14,4.5,2015,298.0
24,160,4.5,2009,73.6
96,168,4.5,2013,58.0
58,169,4.5,2016,54.0
70,18,4.5,1988,228.63
83,98,4.5,2011,228.9
16,144,4.5,2010,81.3
92,170,4.5,2018,165.0
26,171,4.5,2014,54.9
26,172,4.5,2020,55.0
69,37,4.5,2010,131.85
48,29,4.5,2015,148.39
54,0,4.5,2011,39.0
45,173,4.5,2015,67.1
20,174,4.5,1996,199.45
29,175,4.5,2015,52.0
42,176,4.5,2016,34.9
6,170,4.5,2017,75.81
65,177,4.5,2016,47.95
84,178,4.5,2001,391.65
62,148,4.5,2019,32.5
93,140,4.5,2004,198.0
81,179,4.5,2004,40.33
44,93,4.5,2015,302.5
94,24,4.5,2016,62.0
81,180,4.5,2018,49.1
2,59,4.5,2015,75.0
68,181,4.5,2011,200.13
40,182,4.5,1973,113.0
62,183,4.5,2018,68.4059721390231
19,184,4.5,2012,37.5
68,119,4.5,2012,165.0
47,33,4.5,2016,415.0
74,175,4.5,2014,74.0
65,185,4.5,2007,192.16
17,186,4.5,2009,59.82
15,98,4.5,2016,164.9
23,187,4.5,N.V.,94.9
13,188,4.5,N.V.,199.0
5,60,4.5,2018,85.95
89,21,4.5,2018,85.55
83,26,4.5,2016,317.75
57,0,4.5,2010,35.0
58,189,4.5,1981,274.95
4,37,4.5,2014,82.55
28,88,4.5,2019,63.9
23,190,4.5,2017,29.95
2,14,4.5,2009,312.6
72,168,4.5,2017,58.95
10,109,4.5,2010,99.35
50,191,4.5,2015,49.5
43,70,4.5,2015,234.98
88,192,4.5,2010,78.5
64,138,4.5,2015,56.95
34,193,4.5,2015,40.0
31,194,4.5,2016,100.0
77,195,4.5,2017,79.9
21,0,4.5,2012,63.5
46,51,4.5,2017,38.9
40,196,4.5,2011,154.5
32,88,4.5,2012,374.66
61,119,4.5,2015,143.51
51,197,4.5,2014,59.95
82,178,4.5,1998,467.65
79,198,4.5,2012,65.5
15,199,4.5,N.V.,25.92
45,155,4.5,2002,95.0
70,95,4.5,2012,559.02
51,37,4.5,2012,115.85
28,2,4.5,1969,976.83
1,200,4.5,2005,266.81
24,201,4.5,2017,26.9
95,202,4.5,2015,89.66
94,203,4.5,2016,64.3
45,204,4.5,1987,190.0
10,91,4.5,2004,141.2
65,205,4.5,1951,169.95
80,143,4.5,2014,49.9
55,82,4.5,2006,65.9
11,206,4.5,2019,25.9
55,207,4.5,2013,58.19
88,208,4.5,2013,295.0
98,209,4.5,2016,35.5
70,210,4.5,2013,53.7
1,211,4.5,2019,9.9
18,142,4.5,2006,40.8333333333333
55,212,4.5,2010,299.286840932831
65,213,4.5,2009,43.6838985
21,11,4.5,2003,1372.14
26,37,4.5,2016,79.55
96,72,4.5,2013,57.0
84,167,4.5,2013,14.96
37,214,4.5,2011,60.06
55,64,4.5,2010,237.0
26,88,4.5,1998,993.28
87,215,4.5,2014,71.9
13,59,4.5,2000,48.5
89,98,4.5,2005,200.0
40,216,4.5,2004,107.5
10,28,4.5,2016,77.5
13,217,4.5,2019,32.9
20,218,4.5,2015,93.51
93,219,4.5,N.V.,96.38
7,120,4.5,2011,75.0
65,220,4.5,2010,44.95
64,221,4.5,2017,75.0
46,150,4.5,2018,20.15
89,16,4.5,2015,1373.66
84,222,4.5,N.V.,320.0
6,223,4.5,2011,157.0
25,89,4.5,1949,295.0
95,135,4.5,2019,29.95
33,149,4.5,2001,187.91
99,37,4.5,2013,113.2
34,224,4.5,2018,120.0
67,84,4.5,2015,89.9
35,225,4.5,2006,59.25
97,226,4.5,2016,89.0
72,227,4.5,2011,71.3
45,228,4.5,2018,34.5
5,18,4.5,1975,195.0
53,150,4.5,2004,160.81
92,229,4.5,2018,38.75
47,230,4.5,2017,75.04
0,40,4.5,1991,230.0
30,88,4.5,2018,225.0
98,231,4.5,2016,69.0
83,232,4.5,2016,55.14
71,233,4.5,2017,56.5
4,234,4.5,2017,54.9
38,122,4.5,2016,132.95
33,235,4.5,2002,142.0
6,236,4.5,2014,53.25
70,237,4.5,2019,16.9
69,238,4.5,2021,13.45
38,239,4.5,2018,29.5
79,240,4.4,2019,29.9168517
73,241,4.5,2007,69.0
13,242,4.5,2015,73.0
35,243,4.5,2017,51.5
25,244,4.5,2013,38.0
13,54,4.4,2009,189.0
39,133,4.4,2011,39.5
48,133,4.4,2012,89.9
8,133,4.4,2013,76.8
13,204,4.4,2009,47.5
81,245,4.4,2016,31.5
86,204,4.4,2011,47.95
89,204,4.4,2007,47.95
25,246,4.4,2018,38.61
25,247,4.4,2016,27.9
93,245,4.4,2017,37.25
58,248,4.4,2016,37.8
94,204,4.4,2010,61.55
27,138,4.4,2011,43.95
93,249,4.4,2018,31.95
84,218,4.4,2017,25.5
26,134,4.4,2014,35.65
43,56,4.4,2012,125.0
78,56,4.4,2013,125.0
87,250,4.4,2015,23.0
33,251,4.4,2009,43.5
20,251,4.4,2010,24.7
45,252,4.4,2017,27.4
90,54,4.4,2007,96.0
22,253,4.4,2016,37.52
71,251,4.4,2011,43.95
4,254,4.4,2017,19.6
50,53,4.4,2004,160.0
97,251,4.4,2012,43.5
56,252,4.4,2018,27.75
96,248,4.4,2018,32.5
36,249,4.4,2019,29.45
71,0,4.4,2017,51.526827174062
19,125,4.4,2010,216.0
60,255,4.4,2006,66.73
41,251,4.4,2015,39.95
45,156,4.4,2016,28.9
6,0,4.4,2017,36.0
28,256,4.4,2015,105.12
95,210,4.4,2008,52.5
33,248,4.4,2017,33.31
54,135,4.4,2016,33.95
86,54,4.4,2005,169.0
63,254,4.4,2018,24.8
31,54,4.4,2004,140.840866321332
14,88,4.4,2014,175.5
12,257,4.4,2011,37.57
81,145,4.4,2016,26.24
54,246,4.4,2019,28.5
75,66,4.4,2014,178.0
90,56,4.4,2008,125.0
87,251,4.4,2016,35.9
27,258,4.4,2017,35.7
68,0,4.4,2019,33.0
80,66,4.4,2015,60.95
49,259,4.4,2019,21.95
86,260,4.4,N.V.,82.5
83,141,4.4,2011,33.5
79,135,4.4,2018,38.95
69,261,4.4,2016,34.9
2,176,4.4,2014,37.8
95,262,4.4,N.V.,59.9
47,263,4.4,2016,38.7
62,88,4.4,2011,90.0
59,88,4.4,2010,69.79
16,147,4.4,2011,59.9
58,254,4.4,2019,27.39
11,251,4.4,2005,93.0
89,264,4.4,2015,49.67
98,265,4.4,2014,91.57
53,88,4.4,2012,90.0
41,164,4.4,2015,69.95
49,54,4.4,2001,190.0
49,164,4.4,2005,140.0
14,266,4.4,2015,35.75
98,267,4.4,2016,52.5
94,88,4.4,2007,95.0
66,268,4.4,2016,45.15
35,255,4.4,2015,58.2142247461506
81,141,4.4,2016,42.7
71,269,4.4,2017,28.7315367295517
76,270,4.4,2017,32.65
79,176,4.4,2015,43.86
81,253,4.4,2017,36.9
40,271,4.4,2013,54.83
30,59,4.4,2016,55.33
86,272,4.4,2010,26.9
16,273,4.4,N.V.,57.9
93,174,4.4,2008,74.0
80,248,4.4,2019,34.35
96,153,4.4,2009,76.3
99,268,4.4,2017,45.3
42,18,4.4,1995,299.0
98,66,4.4,2016,56.5
67,61,4.4,2014,54.9
55,274,4.4,2017,55.31
22,275,4.4,2016,53.91
40,114,4.4,2015,35.1
39,263,4.4,2017,38.5
60,114,4.4,2015,49.97
80,276,4.4,2006,90.5
94,277,4.4,2018,38.3
86,107,4.4,2014,41.32
44,278,4.4,2004,98.0
18,172,4.4,2018,55.71
4,279,4.4,2016,35.2
40,161,4.4,2015,73.6
1,268,4.4,2018,41.0
49,135,4.4,2016,31.5
35,142,4.4,2015,56.75
19,280,4.4,2019,20.9
67,281,4.4,2017,30.73
41,166,4.4,2014,49.9
22,282,4.4,2001,52.0
46,161,4.4,2011,90.0
34,283,4.4,2019,26.63
54,284,4.4,2019,32.58
35,172,4.4,2019,46.5
67,285,4.4,2015,32.5811870756681
73,0,4.4,2017,29.95
47,286,4.4,2010,34.9
4,287,4.4,2011,43.9
6,88,4.4,2016,65.0
44,10,4.4,1994,35.9
22,288,4.4,2010,210.5
59,210,4.4,2011,55.95
34,192,4.4,2005,92.8716274104906
27,151,4.4,2015,65.4
73,213,4.4,2008,45.890156
31,157,4.4,2014,304.0
70,102,4.4,2015,47.5
17,281,4.4,2018,29.9
26,114,4.4,2016,40.45
42,289,4.4,2007,49.65
71,276,4.4,2004,57.11
67,78,4.4,2010,133.75
28,161,4.4,2016,67.9
65,151,4.4,2011,75.92
25,210,4.4,2010,47.52
2,261,4.4,2017,29.9
78,290,4.4,2017,19.99
82,291,4.4,1996,73.9
30,292,4.4,N.V.,39.35
6,293,4.4,2018,40.3
51,275,4.4,2018,42.75
3,92,4.4,2016,149.5
50,161,4.4,2012,76.5
94,151,4.4,2008,113.2
93,294,4.4,2019,26.9
99,18,4.4,1994,249.8
44,295,4.4,2014,33.0
72,296,4.4,2014,37.0
75,0,4.4,2014,37.13
32,297,4.4,2011,49.95
28,180,4.4,2017,50.9
69,298,4.4,2006,51.95
43,299,4.4,2017,49.2
52,99,4.4,2015,35.2
12,300,4.4,2019,20.74
2,155,4.4,2008,87.3
70,287,4.4,2012,45.95
3,265,4.4,2013,64.99
82,195,4.4,2007,350.03
11,154,4.4,2013,69.9
62,111,4.4,2017,36.95
39,151,4.4,2007,154.37
24,301,4.4,2014,43.85
50,86,4.4,2013,91.43
80,22,4.4,2007,195.0
6,147,4.4,2001,69.0
12,302,4.4,2020,17.49
49,303,4.4,2014,44.41
24,0,4.4,2014,149.0
42,265,4.4,2009,73.6
75,78,4.4,2014,82.75
0,195,4.4,2013,78.38
79,304,4.4,2016,59.95
89,60,4.4,2014,80.95
39,109,4.4,2015,95.9
54,174,4.4,2015,75.0
31,305,4.4,N.V.,58.95
84,176,4.4,1994,125.0
74,92,4.4,2015,64.0
36,60,4.4,2012,78.9
69,306,4.4,2018,35.5
24,307,4.4,2018,28.95
54,1,4.4,2007,495.0
95,265,4.4,2016,63.95
75,308,4.4,2012,99.0
38,14,4.4,2012,379.0
81,50,4.4,2012,65.34
91,309,4.4,2019,22.35
62,310,4.4,2019,18.99
50,311,4.4,2016,79.95
35,312,4.4,2014,78.49
12,111,4.4,2018,35.5
73,313,4.4,2014,34.9
22,314,4.4,2016,50.76
46,315,4.4,2018,29.95
53,316,4.4,2001,36.75
45,317,4.4,2019,37.6
97,32,4.4,2014,100.0
72,318,4.4,N.V.,25.0
22,319,4.4,2012,34.25
90,320,4.4,2017,35.4
56,145,4.4,2018,32.15
85,321,4.4,2017,62.75
18,154,4.4,2016,58.9
89,322,4.4,2015,59.0
88,323,4.4,2016,42.95
96,324,4.4,2017,43.95
59,325,4.4,2010,41.9188925
51,326,4.4,2017,91.03
60,327,4.4,2018,25.1
61,109,4.4,2014,104.0
69,119,4.4,2010,295.3
56,328,4.4,N.V.,79.9
30,171,4.4,2015,71.95
38,329,4.4,2018,57.9
10,14,4.4,2011,465.0
45,195,4.4,2014,116.0
62,117,4.4,2014,158.88
8,37,4.4,2007,165.85
56,109,4.4,2013,101.01
8,330,4.4,2016,56.95
51,61,4.4,2019,48.69
19,168,4.4,2016,56.0
87,331,4.4,1996,217.2
57,65,4.4,2017,89.9
93,332,4.4,2016,48.9
48,204,4.4,1982,145.0
69,333,4.4,2019,54.5
56,175,4.4,2016,42.0
6,298,4.4,2009,59.75
97,331,4.4,2012,49.95
4,334,4.4,2012,36.0
28,335,4.4,2020,16.39
58,195,4.4,2015,95.0
8,336,4.4,2015,51.05
70,337,4.4,2018,17.5
99,284,4.4,2020,33.8
20,1,4.4,1999,419.85
5,338,4.4,2015,189.0
4,339,4.4,2017,39.22
57,340,4.4,2019,19.5
12,118,4.4,2014,44.0
37,50,4.4,2010,101.1
56,341,4.4,2017,36.95
59,10,4.4,1986,225.0
33,164,4.4,2003,77.0
77,342,4.4,2018,69.0
97,161,4.4,2004,90.0
80,343,4.4,2011,50.0
21,155,4.4,2010,125.97
27,344,4.4,N.V.,87.9
44,345,4.4,2017,63.46
25,67,4.4,2004,69.0
26,322,4.4,2016,64.0
94,346,4.4,2011,57.9
95,119,4.4,2014,143.51
19,347,4.4,2004,54.05
70,0,4.4,2017,102.0
50,88,4.4,1999,95.0
14,348,4.4,2016,37.65
98,1,4.4,2001,340.0
16,267,4.4,2019,84.55
56,53,4.4,1959,940.0
44,37,4.4,2008,152.6
6,349,4.4,2018,32.45
30,350,4.4,2017,34.9
8,351,4.4,2018,35.0
83,352,4.4,2018,24.9
44,353,4.4,2016,53.9
33,354,4.4,2019,21.38
69,1,4.4,2016,385.0
15,355,4.4,2017,53.4
50,356,4.4,2015,14.65
72,353,4.4,2015,54.9
46,357,4.4,N.V.,62.02
96,358,4.4,2011,26.85
35,37,4.4,2011,126.5
80,359,4.4,1990,35.9
16,154,4.4,2017,64.35
67,360,4.4,2011,115.2
57,361,4.4,2018,17.95
35,138,4.4,1989,140.0
36,138,4.4,1991,167.0
60,263,4.4,2019,33.9
34,362,4.4,2005,44.0
81,266,4.4,2018,31.94
37,363,4.4,2015,32.49
78,364,4.4,2012,36.75
68,365,4.4,2016,26.84
76,366,4.4,N.V.,36.9
66,367,4.4,2017,59.95
66,200,4.4,2007,241.4
31,218,4.4,2018,27.6
17,368,4.4,2019,37.98
65,369,4.4,2015,32.23
25,157,4.4,2016,123.76
44,217,4.4,2018,34.55
89,119,4.4,2016,155.0
79,370,4.4,2011,68.0
38,304,4.4,2017,59.9
62,371,4.4,2008,112.0
50,372,4.4,2018,14.18
54,103,4.4,2017,106.0
1,373,4.4,2016,105.8121097
17,374,4.4,2018,31.5
77,375,4.4,N.V.,42.12
97,376,4.4,2016,21.5
62,377,4.4,2018,15.9
41,287,4.4,2013,53.9
9,378,4.4,2015,30.86
45,98,4.4,2010,235.95
46,257,4.4,2012,38.5
71,379,4.4,2017,56.75
60,380,4.4,2017,59.9
86,303,4.4,2016,34.56
98,381,4.4,2016,65.9
65,298,4.4,2011,59.75
27,14,4.4,2003,509.25
76,117,4.4,2013,158.88
81,382,4.4,2015,37.66
94,383,4.4,2018,62.7
1,241,4.4,2016,60.73
23,384,4.4,2017,27.25
63,385,4.4,2014,49.6
90,386,4.4,2010,43.5
32,18,4.4,1982,225.0
9,387,4.4,2015,89.97
19,293,4.4,2019,37.9
48,388,4.4,2019,18.9
16,288,4.4,2015,55.25
10,389,4.4,2011,44.9
72,390,4.4,2017,32.9
30,391,4.4,2015,82.5
99,303,4.4,2015,33.78
52,266,4.4,2017,34.9
37,392,4.4,2016,367.39
93,393,4.4,2014,104.5
80,0,4.4,2016,119.0
55,394,4.4,2016,31.9239296995019
17,395,4.4,2015,27.35
